
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/10/2025 17:17:01
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 60
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, a87c7022-ebc4-4ee7-8aa5-50ef327ca337
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.5E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1.1E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.013824884792626727
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.013824884792626727
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.013824884792626727
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.013824884792626727
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.013824884792626727
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.012180000000000002, 1.0788000000000002E-06
DataValue, 0.02065, 8.5133999999999995E-07
DataValue, 0.024610000000000003, 7.9458E-07
DataValue, 0.028640000000000002, 7.1092E-07
DataValue, 0.03264, 6.6654E-07
DataValue, 0.036640000000000006, 6.3302E-07
DataValue, 0.04059, 5.8946E-07
DataValue, 0.044640000000000006, 5.5242E-07
DataValue, 0.04864, 5.209E-07
DataValue, 0.052640000000000006, 4.8577999999999995E-07
DataValue, 0.05664, 4.7314E-07
DataValue, 0.060640000000000006, 4.6004E-07
DataValue, 0.06464, 4.2225999999999997E-07
DataValue, 0.068590000000000012, 4.063E-07
DataValue, 0.07264000000000001, 4.1412E-07
DataValue, 0.07664, 3.8418E-07
DataValue, 0.08064, 3.7449999999999997E-07
DataValue, 0.08464, 3.4282E-07
DataValue, 0.08864000000000001, 3.6232E-07
DataValue, 0.092640000000000014, 3.4366E-07
DataValue, 0.09664, 3.302E-07
DataValue, 0.10064000000000001, 3.2416E-07
DataValue, 0.10638, 3.2582E-07
DataValue, 0.11063, 3.0357999999999997E-07
DataValue, 0.11463000000000001, 2.9766E-07
DataValue, 0.11863000000000001, 2.9704E-07
DataValue, 0.12264000000000001, 2.8268E-07
DataValue, 0.12663000000000002, 2.8222E-07
DataValue, 0.13063000000000002, 3.3002E-07
DataValue, 0.13463, 2.7481999999999997E-07
DataValue, 0.13863, 2.6284E-07
DataValue, 0.14263, 2.594E-07
DataValue, 0.14658000000000002, 2.5618E-07
DataValue, 0.15059, 2.5108E-07
DataValue, 0.15463000000000002, 2.4508E-07
DataValue, 0.15863000000000002, 2.4272E-07
DataValue, 0.16263000000000003, 2.3905999999999997E-07
DataValue, 0.16663, 2.347E-07
DataValue, 0.17063, 2.291E-07
DataValue, 0.17463, 2.2464E-07
DataValue, 0.17863, 2.206E-07
DataValue, 0.18263000000000002, 3.0146E-07
DataValue, 0.18663000000000002, 2.3682E-07
DataValue, 0.19063000000000002, 2.373E-07
DataValue, 0.19463000000000003, 2.285E-07
DataValue, 0.19863000000000003, 2.2648E-07
DataValue, 0.20263, 2.0962E-07
DataValue, 0.20659000000000002, 2.0603999999999998E-07
DataValue, 0.21059000000000003, 2.1354E-07
DataValue, 0.21463000000000002, 2.0958E-07
DataValue, 0.21863000000000002, 2.076E-07
DataValue, 0.22263000000000002, 2.0438E-07
DataValue, 0.22663000000000003, 1.9464E-07
DataValue, 0.23063000000000003, 1.9498E-07
DataValue, 0.23463000000000003, 1.983E-07
DataValue, 0.23863, 1.8996E-07
DataValue, 0.24263, 1.8824E-07
DataValue, 0.24663000000000002, 1.8932E-07
DataValue, 0.25059000000000003, 1.8284E-07
DataValue, 0.25459000000000004, 1.783E-07
DataValue, 0.25863, 1.7788E-07
DataValue, 0.26263000000000003, 1.7498E-07
DataValue, 0.26462, 1.759E-07
DataValue, 0.26859, 1.7506E-07
DataValue, 0.27264000000000005, 1.7128E-07
DataValue, 0.27664, 1.672E-07
DataValue, 0.28064, 1.6609999999999999E-07
DataValue, 0.28464, 1.5672E-07
DataValue, 0.28863, 1.5568E-07
DataValue, 0.29264, 1.6134E-07
DataValue, 0.29664, 1.5452E-07
DataValue, 0.30064, 1.537E-07
DataValue, 0.30459, 1.5838E-07
DataValue, 0.30859000000000003, 1.511E-07
DataValue, 0.31264000000000003, 1.4744E-07
DataValue, 0.31664000000000003, 1.4988E-07
DataValue, 0.32059000000000004, 1.5003999999999999E-07
DataValue, 0.32463000000000003, 1.4664E-07
DataValue, 0.32864000000000004, 1.4698E-07
DataValue, 0.33264000000000005, 1.4424E-07
DataValue, 0.33663000000000004, 1.4372E-07
DataValue, 0.34064000000000005, 1.429E-07
DataValue, 0.34478000000000003, 1.4076E-07
DataValue, 0.34859, 1.4193999999999999E-07
DataValue, 0.35263000000000005, 1.4092E-07
DataValue, 0.35664, 1.4058E-07
DataValue, 0.36063, 1.3446E-07
DataValue, 0.36464, 1.3606E-07
DataValue, 0.36858, 1.373E-07
DataValue, 0.37264, 1.3453999999999999E-07
DataValue, 0.37663, 1.335E-07
DataValue, 0.38064000000000003, 1.3152E-07
DataValue, 0.38463, 1.2946E-07
DataValue, 0.38863000000000003, 1.3038E-07
DataValue, 0.39263000000000003, 1.2832E-07
DataValue, 0.39663000000000004, 1.2838E-07
DataValue, 0.40063000000000004, 1.2852E-07
DataValue, 0.40262000000000003, 1.279E-07
DataValue, 0.40457000000000004, 1.2727999999999999E-07
DataValue, 0.40657000000000004, 1.2724E-07
DataValue, 0.41001000000000004, 1.2794E-07
DataValue, 0.41464, 1.2494E-07
DataValue, 0.41864, 1.2092E-07
DataValue, 0.42264, 1.5086E-07
DataValue, 0.42663, 1.234E-07
DataValue, 0.43064, 1.5115999999999999E-07
DataValue, 0.43464, 1.2298E-07
DataValue, 0.43859000000000004, 1.2068E-07
DataValue, 0.44264000000000003, 1.1948E-07
DataValue, 0.44659000000000004, 1.177E-07
DataValue, 0.45063000000000003, 1.1918E-07
DataValue, 0.45464000000000004, 1.1756E-07
DataValue, 0.45864000000000005, 1.1844E-07
DataValue, 0.46264000000000005, 1.1758E-07
DataValue, 0.46663000000000004, 1.2906E-07
DataValue, 0.47064000000000006, 1.1688E-07
DataValue, 0.47464000000000006, 1.154E-07
DataValue, 0.47864000000000007, 1.1798E-07
DataValue, 0.48294000000000004, 1.1952E-07
DataValue, 0.48663000000000006, 1.148E-07
DataValue, 0.49064, 1.1484E-07
DataValue, 0.49464, 1.1896E-07
DataValue, 0.49864, 1.1972E-07
DataValue, 0.50264000000000009, 1.1382E-07
DataValue, 0.50664000000000009, 1.1108E-07
DataValue, 0.51064000000000009, 1.1264E-07
DataValue, 0.5146400000000001, 1.106E-07
DataValue, 0.51859, 1.0971999999999999E-07
DataValue, 0.52264, 1.1008E-07
DataValue, 0.52664, 1.1072E-07
DataValue, 0.53064, 1.2374E-07
DataValue, 0.53464, 1.0596E-07
DataValue, 0.53859, 1.0708E-07
DataValue, 0.54264, 1.0674E-07
DataValue, 0.54664, 1.0744E-07
DataValue, 0.55059, 1.0614E-07
DataValue, 0.55464, 1.231E-07
DataValue, 0.55859, 1.0664E-07
DataValue, 0.56264, 1.0578E-07
DataValue, 0.56664, 1.044E-07
DataValue, 0.57064, 1.0419999999999999E-07
DataValue, 0.57464, 1.0224E-07
DataValue, 0.57864, 1.035E-07
DataValue, 0.58264, 1.0424E-07
DataValue, 0.58664, 1.044E-07
DataValue, 0.59305000000000008, 1.031358E-07
DataValue, 0.60059000000000007, 1.051218E-07
DataValue, 0.60864000000000007, 1.0260699999999999E-07
DataValue, 0.61664000000000008, 1.0066739999999999E-07
DataValue, 0.62464000000000008, 1.0444859999999999E-07
DataValue, 0.63264000000000009, 1.0261159999999998E-07
DataValue, 0.6406400000000001, 1.02368E-07
DataValue, 0.64864000000000011, 9.9203999999999993E-08
DataValue, 0.65659, 9.7045199999999991E-08
DataValue, 0.66464, 9.6405E-08
DataValue, 0.67259, 9.552499999999999E-08
DataValue, 0.68064, 9.5421399999999986E-08
DataValue, 0.68864, 9.50172E-08
DataValue, 0.69664, 9.19744E-08
DataValue, 0.70464, 9.0840799999999988E-08
DataValue, 0.71264, 8.82996E-08
DataValue, 0.72064000000000006, 8.73424E-08
DataValue, 0.73919, 9.712E-08
DataValue, 0.74259000000000008, 1.0012E-07
DataValue, 0.74904, 1.0042599999999999E-07
DataValue, 0.75664000000000009, 9.6559599999999991E-08
DataValue, 0.7646400000000001, 9.5406799999999991E-08
DataValue, 0.7726400000000001, 9.314839999999999E-08
DataValue, 0.78064000000000011, 9.4912E-08
DataValue, 0.78864000000000012, 8.71794E-08
DataValue, 0.79659, 8.6801999999999985E-08
DataValue, 0.80464, 8.97956E-08
DataValue, 0.81264, 8.3881199999999993E-08
DataValue, 0.82059, 8.842E-08
DataValue, 0.82864, 8.6069199999999986E-08
DataValue, 0.83659000000000006, 8.3196599999999992E-08
DataValue, 0.84459000000000006, 8.8537199999999992E-08
DataValue, 0.85264000000000006, 8.102359999999999E-08
DataValue, 0.86063000000000012, 1.0176839999999998E-07
DataValue, 0.86864000000000008, 8.5568799999999993E-08
DataValue, 0.87664000000000009, 8.2485599999999993E-08
DataValue, 0.88464000000000009, 8.0755399999999993E-08
DataValue, 0.89259000000000011, 8.07036E-08
DataValue, 0.90064000000000011, 8.59994E-08
DataValue, 0.90859000000000012, 9.3360799999999987E-08
DataValue, 0.91664000000000012, 8.3307399999999988E-08
DataValue, 0.92464000000000013, 8.1320999999999991E-08
DataValue, 0.93264, 8.4165999999999987E-08
DataValue, 0.94064, 8.2590599999999993E-08
DataValue, 0.94864, 8.17626E-08
DataValue, 0.95664, 8.06744E-08
DataValue, 0.96459000000000006, 8.0125E-08
DataValue, 0.97264000000000006, 7.8091199999999992E-08
DataValue, 0.98064000000000007, 8.0223199999999987E-08
DataValue, 0.98864000000000007, 7.88916E-08
DataValue, 0.99664000000000008, 7.6182599999999993E-08
DataValue, 1.00464, 7.6513999999999993E-08
DataValue, 1.01264, 7.7169599999999987E-08
DataValue, 1.02074, 7.4270999999999991E-08
DataValue, 1.02864, 7.2851E-08
DataValue, 1.03672, 7.3729799999999988E-08
DataValue, 1.04464, 7.363999999999999E-08
DataValue, 1.05264, 7.37062E-08
DataValue, 1.06064, 7.31822E-08
DataValue, 1.06864, 7.4422199999999987E-08
DataValue, 1.07664, 7.3626799999999991E-08
DataValue, 1.08464, 7.34208E-08
DataValue, 1.09264, 7.85164E-08
DataValue, 1.10064, 7.62186E-08
DataValue, 1.10864, 7.4034999999999988E-08
DataValue, 1.11664, 7.4476599999999991E-08
DataValue, 1.12464, 7.38406E-08
DataValue, 1.13264, 7.3302199999999988E-08
DataValue, 1.14064, 7.2321199999999987E-08
DataValue, 1.14864, 7.276719999999999E-08
