
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/10/2025 17:26:55
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 63
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 3ef03532-b4be-49c1-ad8b-8ff72ec7d3cc
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 7E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1.3E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0054137664346481052
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0054137664346481052
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0054137664346481052
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0054137664346481052
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0054137664346481052
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.012090000000000002, 1.207E-06
DataValue, 0.01695, 1.1646E-06
DataValue, 0.020640000000000002, 1.0059000000000002E-06
DataValue, 0.028720000000000002, 8.1282E-07
DataValue, 0.032650000000000005, 8.0239999999999993E-07
DataValue, 0.03663, 6.3464E-07
DataValue, 0.04064, 6.4672E-07
DataValue, 0.04463, 5.558E-07
DataValue, 0.04859, 7.1918E-07
DataValue, 0.05265, 5.3506E-07
DataValue, 0.054970000000000005, 5.4268E-07
DataValue, 0.05863, 4.5108E-07
DataValue, 0.062660000000000007, 4.3887999999999997E-07
DataValue, 0.066630000000000009, 4.1389999999999997E-07
DataValue, 0.070640000000000008, 4.2088E-07
DataValue, 0.074580000000000007, 3.9384E-07
DataValue, 0.078590000000000007, 3.6834E-07
DataValue, 0.08265, 3.6566E-07
DataValue, 0.086640000000000009, 4.1204E-07
DataValue, 0.09063, 3.8912E-07
DataValue, 0.09464, 3.3174E-07
DataValue, 0.098630000000000009, 3.253E-07
DataValue, 0.10266000000000002, 3.0721999999999997E-07
DataValue, 0.10659, 3.438E-07
DataValue, 0.11064, 3.2294E-07
DataValue, 0.11463000000000001, 3.5248E-07
DataValue, 0.11864000000000001, 3.4948E-07
DataValue, 0.12265000000000001, 4.0598E-07
DataValue, 0.12664, 2.9476E-07
DataValue, 0.13063000000000002, 2.4686E-07
DataValue, 0.13464, 4.0664E-07
DataValue, 0.13863, 2.339E-07
DataValue, 0.14261000000000002, 4.1095999999999997E-07
DataValue, 0.14663, 2.765E-07
DataValue, 0.15059, 2.6082E-07
DataValue, 0.15459, 2.1268E-07
DataValue, 0.15864, 3.3496E-07
DataValue, 0.16265000000000002, 3.6282E-07
DataValue, 0.16664, 2.224E-07
DataValue, 0.17063, 2.8331999999999997E-07
DataValue, 0.17464000000000002, 2.1607999999999999E-07
DataValue, 0.17864000000000002, 1.8462E-07
DataValue, 0.18265, 2.2036E-07
DataValue, 0.18663000000000002, 1.9042E-07
DataValue, 0.19064, 1.7232E-07
DataValue, 0.19463000000000003, 1.691E-07
DataValue, 0.19859000000000002, 2.1974E-07
DataValue, 0.20265000000000003, 2.8858E-07
DataValue, 0.20664000000000002, 2.3614E-07
DataValue, 0.21063, 1.6152E-07
DataValue, 0.21464000000000003, 1.9032E-07
DataValue, 0.21863000000000002, 3.8302E-07
DataValue, 0.24869000000000002, 1.463E-07
DataValue, 0.25266, 1.448E-07
DataValue, 0.25665000000000004, 1.4238E-07
DataValue, 0.26064000000000004, 1.414E-07
DataValue, 0.26465, 1.3372E-07
DataValue, 0.26865, 1.3976E-07
DataValue, 0.27266, 1.6584E-07
DataValue, 0.2766, 1.4384E-07
DataValue, 0.28088, 1.3924E-07
DataValue, 0.28465, 1.5748E-07
DataValue, 0.28865, 1.2566E-07
DataValue, 0.29266000000000003, 1.2074E-07
DataValue, 0.29665, 1.505E-07
DataValue, 0.30065000000000003, 1.7668E-07
DataValue, 0.30465000000000003, 1.6318E-07
DataValue, 0.30865000000000004, 1.9011999999999999E-07
DataValue, 0.31261, 1.8742E-07
DataValue, 0.31665000000000004, 1.2806E-07
DataValue, 0.32065000000000005, 1.9184E-07
DataValue, 0.3246, 1.268E-07
DataValue, 0.3286, 1.2342E-07
DataValue, 0.33266, 1.5942E-07
DataValue, 0.33665, 1.3798E-07
DataValue, 0.34065, 1.3822E-07
DataValue, 0.34459, 1.3332E-07
DataValue, 0.34859, 1.2918E-07
DataValue, 0.35266000000000003, 1.1266E-07
DataValue, 0.35660000000000003, 1.2694E-07
DataValue, 0.36065, 2.0718E-07
DataValue, 0.36464, 1.5199999999999999E-07
DataValue, 0.36865000000000003, 1.2506E-07
DataValue, 0.37266000000000005, 2.2739999999999999E-07
DataValue, 0.37660000000000005, 1.6896E-07
DataValue, 0.38065000000000004, 1.37E-07
DataValue, 0.38465000000000005, 1.1418E-07
DataValue, 0.38874000000000003, 1.3788E-07
DataValue, 0.39266, 1.9028E-07
DataValue, 0.39665000000000006, 1.2012E-07
DataValue, 0.40065, 1.1606E-07
DataValue, 0.40465, 1.2088E-07
DataValue, 0.4086, 1.7755999999999998E-07
DataValue, 0.41266, 1.1686E-07
DataValue, 0.41665, 1.2004E-07
DataValue, 0.42060000000000003, 1.1574E-07
DataValue, 0.42464, 1.0688E-07
DataValue, 0.42865000000000003, 1.1686E-07
DataValue, 0.43266000000000004, 1.8404E-07
DataValue, 0.43665000000000004, 1.3397999999999999E-07
DataValue, 0.44065000000000004, 1.078E-07
DataValue, 0.44465000000000005, 1.1842E-07
DataValue, 0.44860000000000005, 5.586E-08
DataValue, 0.45266000000000006, 9.4919999999999992E-08
DataValue, 0.45664000000000005, 1.2196E-07
DataValue, 0.49199000000000004, 9.9043199999999993E-08
DataValue, 0.50064000000000008, 9.5244399999999984E-08
DataValue, 0.50864000000000009, 9.7321199999999986E-08
DataValue, 0.5272, 1.1313999999999999E-07
DataValue, 0.54363000000000006, 1.5344E-07
DataValue, 0.54909000000000008, 9.5509599999999991E-08
DataValue, 0.55665000000000009, 8.6057199999999985E-08
DataValue, 0.56464, 9.3731199999999992E-08
DataValue, 0.57266000000000006, 9.3550199999999985E-08
DataValue, 0.59126, 1.6802E-07
DataValue, 0.59464000000000006, 8.2279999999999993E-08
DataValue, 0.60105000000000008, 8.71292E-08
DataValue, 0.6086, 8.8340599999999988E-08
DataValue, 0.61665, 8.3875799999999992E-08
DataValue, 0.62465, 8.0665199999999986E-08
DataValue, 0.64331, 7.1599999999999993E-08
DataValue, 0.64909000000000006, 9.2167399999999989E-08
DataValue, 0.66084000000000009, 1.2909999999999999E-07
DataValue, 0.66709000000000007, 8.5713599999999987E-08
DataValue, 0.67459, 7.4854999999999991E-08
DataValue, 0.68265000000000009, 9.006519999999999E-08
DataValue, 0.69582000000000011, 7.8E-08
DataValue, 0.70110000000000006, 9.1239199999999985E-08
DataValue, 0.70859, 7.57536E-08
DataValue, 0.71664, 7.45726E-08
DataValue, 0.72464000000000006, 7.5857799999999993E-08
DataValue, 0.73266000000000009, 7.39328E-08
DataValue, 0.74064000000000008, 7.0916599999999991E-08
DataValue, 0.75635000000000008, 7.842E-08
DataValue, 0.76309, 7.05846E-08
DataValue, 0.7706400000000001, 7.500159999999999E-08
DataValue, 0.77858, 7.03846E-08
DataValue, 0.8015500000000001, 7.08E-08
DataValue, 0.81476, 1.3352E-07
DataValue, 0.81864, 8.846E-08
DataValue, 0.82511000000000012, 6.534199999999999E-08
DataValue, 0.83926000000000012, 6.7169E-08
DataValue, 0.8466300000000001, 6.52112E-08
DataValue, 0.8547300000000001, 7.18974E-08
DataValue, 0.86265, 6.7812799999999989E-08
DataValue, 0.87064000000000008, 6.6984599999999992E-08
DataValue, 0.87863, 6.4515399999999988E-08
DataValue, 0.88663, 6.42956E-08
DataValue, 0.89459000000000011, 6.4296399999999991E-08
DataValue, 0.90265000000000006, 7.47428E-08
DataValue, 0.91064000000000012, 6.78878E-08
DataValue, 0.91859000000000013, 6.09686E-08
DataValue, 0.93436000000000008, 6.736E-08
DataValue, 0.9410400000000001, 7.1470999999999992E-08
DataValue, 0.94864, 6.17062E-08
DataValue, 0.95664, 6.047719999999999E-08
DataValue, 0.96464, 6.8702799999999992E-08
DataValue, 0.97265000000000013, 5.5871999999999992E-08
DataValue, 0.98064000000000007, 6.23786E-08
DataValue, 0.99635000000000007, 5.4439999999999996E-08
DataValue, 1.00309, 6.8450199999999992E-08
DataValue, 1.01835, 5.922E-08
DataValue, 1.02655, 6.9073599999999992E-08
DataValue, 1.0326600000000001, 6.58688E-08
DataValue, 1.0406300000000002, 5.7210199999999992E-08
DataValue, 1.0486, 6.0367599999999993E-08
DataValue, 1.0566300000000002, 5.8788399999999992E-08
DataValue, 1.06464, 5.8358799999999996E-08
DataValue, 1.07265, 6.31248E-08
DataValue, 1.08074, 5.8819599999999992E-08
DataValue, 1.09511, 6.1506599999999988E-08
DataValue, 1.1026600000000002, 6.02314E-08
DataValue, 1.1106500000000001, 5.7555999999999996E-08
DataValue, 1.1186500000000001, 5.9153399999999996E-08
DataValue, 1.1266500000000002, 5.8468799999999995E-08
DataValue, 1.1346500000000002, 5.6886799999999994E-08
DataValue, 1.1426100000000001, 5.4555599999999994E-08
DataValue, 1.15064, 5.4939399999999995E-08
DataValue, 1.1586, 5.73514E-08
DataValue, 1.1666, 5.1526399999999996E-08
DataValue, 1.1746, 5.1850999999999992E-08
DataValue, 1.18266, 4.9913999999999993E-08
DataValue, 1.1906500000000002, 5.7510199999999994E-08
DataValue, 1.20517, 5.5551999999999993E-08
DataValue, 1.21266, 5.5819199999999996E-08
DataValue, 1.22063, 5.1650199999999994E-08
DataValue, 1.2286400000000002, 5.28382E-08
DataValue, 1.2366300000000001, 5.76904E-08
DataValue, 1.25109, 5.0351799999999996E-08
DataValue, 1.2586400000000002, 5.0502399999999993E-08
DataValue, 1.26659, 5.1657399999999992E-08
DataValue, 1.2823600000000002, 5.4439999999999996E-08
DataValue, 1.28909, 4.9138999999999994E-08
DataValue, 1.29664, 4.6154E-08
DataValue, 1.30464, 7.25226E-08
DataValue, 1.3126600000000002, 4.4864799999999994E-08
DataValue, 1.32064, 4.32912E-08
DataValue, 1.32864, 5.07546E-08
DataValue, 1.33664, 4.5588399999999993E-08
DataValue, 1.34464, 4.14778E-08
DataValue, 1.3526600000000002, 6.128659999999999E-08
DataValue, 1.36064, 5.29924E-08
DataValue, 1.3685900000000002, 4.78164E-08
DataValue, 1.37664, 6.51554E-08
DataValue, 1.38464, 4.2661399999999996E-08
DataValue, 1.39266, 5.5089399999999993E-08
DataValue, 1.4083500000000002, 4.162E-08
DataValue, 1.41511, 5.2724199999999994E-08
DataValue, 1.42266, 5.4806799999999992E-08
DataValue, 1.4306400000000001, 4.7397399999999993E-08
