
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/10/2025 16:24:48
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 35
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 40bc1c92-d61e-4295-9148-5f8372d0a179
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.1E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.6E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.003064920590693786
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.003064920590693786
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.003064920590693786
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.003064920590693786
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.003064920590693786
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.01614, 3.395E-07
DataValue, 0.01871, 3.3628E-07
DataValue, 0.022590000000000002, 3.515E-07
DataValue, 0.026590000000000003, 3.1188E-07
DataValue, 0.030590000000000003, 2.8821999999999997E-07
DataValue, 0.034640000000000004, 2.7026E-07
DataValue, 0.038630000000000005, 2.5828E-07
DataValue, 0.042640000000000004, 2.4654E-07
DataValue, 0.046630000000000005, 2.3454E-07
DataValue, 0.050640000000000004, 2.2348E-07
DataValue, 0.054630000000000005, 2.1635999999999999E-07
DataValue, 0.056620000000000004, 2.1282E-07
DataValue, 0.058620000000000005, 2.0867999999999999E-07
DataValue, 0.060620000000000007, 2.0624E-07
DataValue, 0.062620000000000009, 2.0588E-07
DataValue, 0.06479, 2.0166E-07
DataValue, 0.06863000000000001, 1.9436E-07
DataValue, 0.070570000000000008, 1.9322E-07
DataValue, 0.07262, 1.915E-07
DataValue, 0.07462, 1.8257999999999999E-07
DataValue, 0.080580000000000013, 1.807E-07
DataValue, 0.084630000000000011, 1.8502E-07
DataValue, 0.08858, 1.7424E-07
DataValue, 0.092640000000000014, 1.6546E-07
DataValue, 0.096630000000000008, 1.6156E-07
DataValue, 0.10063000000000001, 1.5878E-07
DataValue, 0.10463000000000002, 1.6018E-07
DataValue, 0.10863, 1.509E-07
DataValue, 0.11264, 1.4766E-07
DataValue, 0.11663000000000001, 1.4568E-07
DataValue, 0.12063000000000002, 1.3922E-07
DataValue, 0.12463, 1.3556E-07
DataValue, 0.12863000000000002, 1.3537999999999999E-07
DataValue, 0.13259, 1.3606E-07
DataValue, 0.13664, 1.2755999999999999E-07
DataValue, 0.14063, 1.2674E-07
DataValue, 0.14459000000000002, 1.2264E-07
DataValue, 0.14863, 1.1893999999999999E-07
DataValue, 0.15264000000000003, 1.1772E-07
DataValue, 0.15658000000000003, 1.1474E-07
DataValue, 0.16063000000000002, 1.1368E-07
DataValue, 0.16458, 1.0984E-07
DataValue, 0.16859000000000002, 1.1058E-07
DataValue, 0.17264000000000002, 1.0552E-07
DataValue, 0.17659000000000003, 1.0286E-07
DataValue, 0.18063, 1.0222E-07
DataValue, 0.18708000000000002, 9.6749199999999986E-08
DataValue, 0.19459, 9.51616E-08
DataValue, 0.20264000000000002, 9.20782E-08
DataValue, 0.21064000000000002, 8.8701599999999987E-08
DataValue, 0.21864000000000003, 8.49724E-08
DataValue, 0.22664, 8.2813799999999992E-08
DataValue, 0.23464000000000002, 7.9855399999999991E-08
DataValue, 0.24264000000000002, 7.77988E-08
DataValue, 0.25064000000000003, 7.7276E-08
DataValue, 0.25864000000000004, 7.2628399999999989E-08
DataValue, 0.26664000000000004, 7.0067999999999989E-08
DataValue, 0.27464, 7.3271199999999992E-08
DataValue, 0.28259, 6.919E-08
DataValue, 0.29064, 6.7199399999999987E-08
DataValue, 0.29864, 6.545139999999999E-08
DataValue, 0.30664, 6.4001199999999989E-08
DataValue, 0.31464000000000003, 6.20572E-08
DataValue, 0.32264000000000004, 6.08124E-08
DataValue, 0.33059000000000005, 6.01516E-08
DataValue, 0.33864000000000005, 5.9701E-08
DataValue, 0.34664, 5.8680999999999995E-08
DataValue, 0.35464, 5.8481399999999995E-08
DataValue, 0.36259, 5.8345399999999993E-08
DataValue, 0.37059000000000003, 6.7474E-08
DataValue, 0.37859000000000004, 6.2000599999999992E-08
DataValue, 0.38664000000000004, 5.9407999999999992E-08
DataValue, 0.39464000000000005, 5.8536799999999992E-08
DataValue, 0.40264000000000005, 5.7432199999999992E-08
DataValue, 0.41064000000000006, 5.6181599999999991E-08
DataValue, 0.41859, 5.5571799999999992E-08
DataValue, 0.42664, 5.4486799999999993E-08
DataValue, 0.43464, 5.4051999999999993E-08
DataValue, 0.44264000000000003, 5.15552E-08
DataValue, 0.45064000000000004, 5.1007599999999994E-08
DataValue, 0.45859000000000005, 4.74106E-08
DataValue, 0.46659000000000006, 4.90376E-08
DataValue, 0.47464000000000006, 4.77978E-08
DataValue, 0.48264, 4.9443999999999996E-08
DataValue, 0.49059, 4.8146999999999994E-08
DataValue, 0.49859000000000003, 4.7626999999999994E-08
DataValue, 0.50664000000000009, 4.8461999999999994E-08
DataValue, 0.51459, 4.77458E-08
DataValue, 0.52259, 4.58374E-08
DataValue, 0.53064, 4.4789E-08
DataValue, 0.53864, 4.3359999999999993E-08
DataValue, 0.54664, 4.4234199999999995E-08
DataValue, 0.55464, 4.3581199999999996E-08
DataValue, 0.56264, 4.2605199999999994E-08
DataValue, 0.57064, 4.2481599999999994E-08
DataValue, 0.57864, 4.21378E-08
DataValue, 0.58687, 4.35226E-08
DataValue, 0.59464000000000006, 4.0367999999999995E-08
DataValue, 0.60263, 4.2390399999999993E-08
DataValue, 0.61063, 4.1362E-08
DataValue, 0.61863, 3.99302E-08
DataValue, 0.62664000000000009, 4.03704E-08
DataValue, 0.63463, 4.0056E-08
DataValue, 0.6426400000000001, 4.0408599999999993E-08
DataValue, 0.65063, 3.9848399999999996E-08
DataValue, 0.65864, 3.8896399999999995E-08
DataValue, 0.66663000000000006, 3.91078E-08
DataValue, 0.67464, 3.73714E-08
DataValue, 0.68263000000000007, 3.8590599999999996E-08
DataValue, 0.69059, 3.8166E-08
DataValue, 0.69859, 3.7988199999999993E-08
DataValue, 0.70659, 3.60426E-08
DataValue, 0.7146300000000001, 3.6545999999999995E-08
DataValue, 0.72264000000000006, 3.60032E-08
DataValue, 0.73063000000000011, 4.09708E-08
DataValue, 0.73864000000000007, 3.80212E-08
DataValue, 0.74663, 3.4386599999999994E-08
DataValue, 0.75464000000000009, 3.5195199999999996E-08
DataValue, 0.7626400000000001, 3.37966E-08
DataValue, 0.77072000000000007, 3.6197199999999994E-08
DataValue, 0.77859000000000012, 3.52558E-08
DataValue, 0.78664000000000012, 3.6705799999999994E-08
DataValue, 0.79463000000000006, 3.58124E-08
DataValue, 0.80259, 3.52978E-08
DataValue, 0.81059, 3.43824E-08
DataValue, 0.81864, 3.4765399999999996E-08
DataValue, 0.82663000000000009, 3.4345599999999994E-08
DataValue, 0.83459, 3.39968E-08
DataValue, 0.8426300000000001, 3.3623599999999995E-08
DataValue, 0.85064000000000006, 3.3283599999999994E-08
DataValue, 0.85863000000000012, 3.3121199999999994E-08
DataValue, 0.86664000000000008, 3.2889199999999995E-08
DataValue, 0.87463, 3.2626599999999996E-08
DataValue, 0.88264000000000009, 3.23622E-08
DataValue, 0.8905900000000001, 3.2177E-08
DataValue, 0.89864000000000011, 3.2052599999999994E-08
DataValue, 0.90663, 3.1531E-08
DataValue, 0.91459000000000013, 3.12888E-08
DataValue, 0.92263000000000006, 3.1230599999999995E-08
DataValue, 0.93064, 3.0822599999999996E-08
DataValue, 0.93863000000000008, 3.3000199999999995E-08
DataValue, 0.94664, 3.06136E-08
DataValue, 0.9545800000000001, 2.9206599999999996E-08
DataValue, 0.96264, 2.9441599999999998E-08
DataValue, 0.9706300000000001, 2.8812199999999998E-08
DataValue, 0.97859000000000007, 3.0617599999999995E-08
DataValue, 0.98663000000000012, 3.1021199999999995E-08
DataValue, 0.99464000000000008, 2.99714E-08
DataValue, 1.0026300000000001, 3.1486999999999996E-08
DataValue, 1.01064, 3.09652E-08
DataValue, 1.0186300000000002, 3.09656E-08
DataValue, 1.02664, 3.0493399999999996E-08
DataValue, 1.03458, 2.98562E-08
DataValue, 1.04264, 3.00196E-08
DataValue, 1.0506300000000002, 2.9409199999999996E-08
DataValue, 1.05864, 2.9960199999999996E-08
DataValue, 1.0666300000000002, 2.9352599999999996E-08
DataValue, 1.0749600000000001, 2.9104399999999996E-08
DataValue, 1.08263, 2.8810799999999998E-08
DataValue, 1.0905900000000002, 2.8645399999999998E-08
DataValue, 1.09863, 2.8217999999999998E-08
DataValue, 1.10663, 2.81346E-08
DataValue, 1.11463, 2.8564599999999996E-08
DataValue, 1.12264, 2.8228799999999997E-08
DataValue, 1.13063, 2.8329199999999996E-08
DataValue, 1.1386200000000002, 2.8476399999999998E-08
DataValue, 1.14663, 2.8235399999999996E-08
DataValue, 1.15464, 2.8344199999999996E-08
DataValue, 1.16259, 2.8205999999999998E-08
DataValue, 1.1706400000000001, 2.7901999999999997E-08
DataValue, 1.1786400000000001, 2.75188E-08
DataValue, 1.1866400000000001, 2.74488E-08
DataValue, 1.19459, 2.7282799999999996E-08
DataValue, 1.2026400000000002, 2.7084399999999998E-08
DataValue, 1.2106400000000002, 2.7139199999999997E-08
DataValue, 1.2186400000000002, 2.6884399999999996E-08
DataValue, 1.2266400000000002, 2.6762599999999998E-08
DataValue, 1.23459, 2.65104E-08
DataValue, 1.2426400000000002, 2.6479999999999996E-08
DataValue, 1.2506400000000002, 2.61432E-08
DataValue, 1.2586400000000002, 2.6219399999999997E-08
DataValue, 1.2666400000000002, 2.6007399999999998E-08
DataValue, 1.27464, 2.5815199999999997E-08
DataValue, 1.28264, 2.54766E-08
DataValue, 1.29064, 2.5497599999999996E-08
DataValue, 1.29864, 2.5456399999999998E-08
DataValue, 1.30664, 2.51742E-08
DataValue, 1.31464, 2.5148799999999998E-08
DataValue, 1.32264, 2.507E-08
DataValue, 1.33064, 2.5074999999999998E-08
DataValue, 1.33864, 2.4944599999999998E-08
DataValue, 1.34664, 2.4873599999999996E-08
DataValue, 1.35464, 2.4688799999999996E-08
DataValue, 1.36264, 2.4645999999999998E-08
DataValue, 1.37064, 2.4538599999999997E-08
DataValue, 1.37864, 2.4417799999999996E-08
DataValue, 1.3865900000000002, 2.4312799999999997E-08
DataValue, 1.39464, 2.41554E-08
DataValue, 1.40264, 2.4104599999999998E-08
DataValue, 1.41059, 2.3996599999999998E-08
DataValue, 1.4186400000000001, 2.3900599999999998E-08
DataValue, 1.4266400000000001, 2.3787999999999998E-08
DataValue, 1.4346400000000001, 2.3670799999999996E-08
DataValue, 1.44259, 2.3519999999999998E-08
