
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/10/2025 17:22:40
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 62
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 86102e88-33eb-4804-b444-053ad40b2cac
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 6.5E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 7.2E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0091100210231254385
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0091100210231254385
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0091100210231254385
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0091100210231254385
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0091100210231254385
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.01626, 7.1498E-07
DataValue, 0.020720000000000002, 6.2209999999999994E-07
DataValue, 0.024640000000000002, 5.595E-07
DataValue, 0.028640000000000002, 5.3115999999999995E-07
DataValue, 0.03264, 4.7508E-07
DataValue, 0.036640000000000006, 4.409E-07
DataValue, 0.04064, 4.4723999999999997E-07
DataValue, 0.044640000000000006, 4.1928E-07
DataValue, 0.04859, 4.5426E-07
DataValue, 0.052640000000000006, 3.4908E-07
DataValue, 0.05659, 3.419E-07
DataValue, 0.060640000000000006, 3.2468E-07
DataValue, 0.06464, 3.0816E-07
DataValue, 0.06864, 4.0876E-07
DataValue, 0.07264000000000001, 2.8414E-07
DataValue, 0.07664, 2.7102E-07
DataValue, 0.08064, 2.7256E-07
DataValue, 0.08464, 3.0412E-07
DataValue, 0.090070000000000011, 2.6478E-07
DataValue, 0.09407, 2.4278E-07
DataValue, 0.09703, 2.3506E-07
DataValue, 0.10064000000000001, 2.6332E-07
DataValue, 0.10464000000000001, 2.3542E-07
DataValue, 0.10864000000000001, 2.3325999999999999E-07
DataValue, 0.11264, 2.704E-07
DataValue, 0.11664000000000001, 2.2375999999999999E-07
DataValue, 0.12064000000000001, 2.1732E-07
DataValue, 0.12464000000000002, 2.1691999999999999E-07
DataValue, 0.12864, 2.1282E-07
DataValue, 0.13264, 2.0864E-07
DataValue, 0.13664, 1.9438E-07
DataValue, 0.14059000000000002, 1.8868E-07
DataValue, 0.14464000000000002, 1.959E-07
DataValue, 0.14859, 2.342E-07
DataValue, 0.15264000000000003, 2.5536E-07
DataValue, 0.15664, 2.7574E-07
DataValue, 0.16064, 2.7718E-07
DataValue, 0.16463000000000003, 3.002E-07
DataValue, 0.16864, 3.015E-07
DataValue, 0.17264000000000002, 3.1641999999999997E-07
DataValue, 0.17664000000000002, 1.4438E-07
DataValue, 0.18064000000000002, 1.6518E-07
DataValue, 0.18459, 1.7242E-07
DataValue, 0.18864, 1.6604E-07
DataValue, 0.19259, 1.5054E-07
DataValue, 0.19659000000000002, 1.5356E-07
DataValue, 0.20064, 1.311E-07
DataValue, 0.20464000000000002, 1.6036E-07
DataValue, 0.20864000000000002, 1.595E-07
DataValue, 0.21259000000000003, 1.6065999999999998E-07
DataValue, 0.21664000000000003, 1.5338E-07
DataValue, 0.22064000000000003, 1.5444E-07
DataValue, 0.22464, 1.5314E-07
DataValue, 0.22864, 2.4934E-07
DataValue, 0.23259000000000002, 1.5841999999999999E-07
DataValue, 0.23659000000000002, 1.5442E-07
DataValue, 0.24064000000000002, 2.0044E-07
DataValue, 0.24464000000000002, 1.588E-07
DataValue, 0.24863000000000002, 1.4291999999999999E-07
DataValue, 0.25063, 1.2236E-07
DataValue, 0.25464000000000003, 1.2918E-07
DataValue, 0.25858000000000003, 1.6586E-07
DataValue, 0.26264000000000004, 1.1914E-07
DataValue, 0.26663000000000003, 1.1234E-07
DataValue, 0.27064000000000005, 1.2074E-07
DataValue, 0.27463000000000004, 1.6384E-07
DataValue, 0.27864, 1.2564E-07
DataValue, 0.28263000000000005, 1.3438E-07
DataValue, 0.28664, 1.9176E-07
DataValue, 0.29058, 1.2218E-07
DataValue, 0.29459, 1.2402E-07
DataValue, 0.29863, 1.2318E-07
DataValue, 0.30264, 1.3026E-07
DataValue, 0.30658, 1.4468E-07
DataValue, 0.31077000000000005, 1.1544E-07
DataValue, 0.31475000000000003, 1.1302E-07
DataValue, 0.31662, 1.1394E-07
DataValue, 0.31887000000000004, 1.362E-07
DataValue, 0.32264000000000004, 1.0657999999999999E-07
DataValue, 0.32663000000000003, 1.1612E-07
DataValue, 0.33064000000000004, 1.0126E-07
DataValue, 0.33458000000000004, 1.0338E-07
DataValue, 0.33663000000000004, 1.0114E-07
DataValue, 0.33862000000000003, 1.1018E-07
DataValue, 0.34062000000000003, 1.0948E-07
DataValue, 0.34273000000000003, 8.534E-08
DataValue, 0.34664, 1.059E-07
DataValue, 0.34863000000000005, 1.0586E-07
DataValue, 0.35303, 1.0063999999999999E-07
DataValue, 0.35904, 1.016854E-07
DataValue, 0.36664, 9.892859999999999E-08
DataValue, 0.38524, 1.7522E-07
DataValue, 0.38865000000000005, 1.37E-07
DataValue, 0.39263000000000003, 1.4778E-07
DataValue, 0.39691000000000004, 1.3686E-07
DataValue, 0.40263000000000004, 1.157E-07
DataValue, 0.40462000000000004, 1.2352E-07
DataValue, 0.40662000000000004, 1.2197999999999999E-07
DataValue, 0.40862000000000004, 1.2057999999999999E-07
DataValue, 0.41057000000000005, 1.2652E-07
DataValue, 0.41262000000000004, 1.2984E-07
DataValue, 0.41462000000000004, 1.3488E-07
DataValue, 0.41662000000000005, 1.339E-07
DataValue, 0.41862000000000005, 1.15E-07
DataValue, 0.42062000000000005, 1.1585999999999999E-07
DataValue, 0.42262000000000005, 1.1668E-07
DataValue, 0.42462000000000005, 1.1732E-07
DataValue, 0.42662000000000005, 1.1607999999999999E-07
DataValue, 0.42862000000000006, 1.0362E-07
DataValue, 0.43062000000000006, 1.0066E-07
DataValue, 0.43262000000000006, 9.838E-08
DataValue, 0.43462000000000006, 1.0516E-07
DataValue, 0.43662, 1.0194E-07
DataValue, 0.43862, 9.498E-08
DataValue, 0.44062, 1.2538E-07
DataValue, 0.44262, 1.1998E-07
DataValue, 0.44462, 1.1886E-07
DataValue, 0.44662, 1.1837999999999999E-07
DataValue, 0.44862, 1.0811999999999999E-07
DataValue, 0.45057, 1.0892E-07
DataValue, 0.45262, 1.0811999999999999E-07
DataValue, 0.45462, 1.0886E-07
DataValue, 0.45662, 1.0915999999999999E-07
DataValue, 0.45858000000000004, 1.0412E-07
DataValue, 0.46062000000000003, 1.0034E-07
DataValue, 0.46262000000000003, 1.4958E-07
DataValue, 0.46462000000000003, 1.3719999999999998E-07
DataValue, 0.46662000000000003, 1.041E-07
DataValue, 0.46862000000000004, 1.1178E-07
DataValue, 0.47062000000000004, 1.0614E-07
DataValue, 0.47257000000000005, 1.0762E-07
DataValue, 0.47462000000000004, 1.0517999999999999E-07
DataValue, 0.47657000000000005, 1.1097999999999999E-07
DataValue, 0.48104, 9.81046E-08
DataValue, 0.48863000000000006, 1.0730319999999999E-07
DataValue, 0.49662000000000006, 1.0278159999999999E-07
DataValue, 0.51518000000000008, 1.2084E-07
DataValue, 0.51863, 1.0848E-07
DataValue, 0.52062000000000008, 1.0126E-07
DataValue, 0.52257000000000009, 1.0512E-07
DataValue, 0.52462000000000009, 1.0587999999999999E-07
DataValue, 0.52662000000000009, 1.3758E-07
DataValue, 0.52862000000000009, 1.1424E-07
DataValue, 0.53308, 9.69846E-08
DataValue, 0.54063, 7.90174E-08
DataValue, 0.54863000000000006, 9.3901999999999989E-08
DataValue, 0.55662, 8.9290999999999989E-08
DataValue, 0.56462, 6.8850399999999993E-08
DataValue, 0.57262, 6.9702799999999988E-08
DataValue, 0.58062, 6.7306199999999992E-08
DataValue, 0.5886300000000001, 6.98006E-08
DataValue, 0.59663, 6.71834E-08
DataValue, 0.60462, 6.69754E-08
DataValue, 0.61262, 6.38936E-08
DataValue, 0.62063, 7.57732E-08
DataValue, 0.63918000000000008, 8.332E-08
DataValue, 0.64509, 8.61746E-08
DataValue, 0.65258, 6.6744399999999987E-08
DataValue, 0.66063, 6.18622E-08
DataValue, 0.66863000000000006, 6.93442E-08
DataValue, 0.67662000000000011, 6.2165999999999989E-08
DataValue, 0.68463000000000007, 6.81228E-08
DataValue, 0.70034000000000007, 6.528E-08
DataValue, 0.70509000000000011, 5.8230799999999996E-08
DataValue, 0.7125800000000001, 5.7832999999999993E-08
DataValue, 0.72062, 5.9729199999999989E-08
DataValue, 0.72862, 6.0328E-08
DataValue, 0.73663, 5.7279799999999997E-08
DataValue, 0.74462000000000006, 5.8773999999999994E-08
DataValue, 0.75262000000000007, 6.13712E-08
DataValue, 0.76058, 6.37258E-08
DataValue, 0.76662000000000008, 6.0727599999999991E-08
DataValue, 0.77462000000000009, 6.37E-08
DataValue, 0.78262000000000009, 6.10576E-08
DataValue, 0.7906200000000001, 8.50862E-08
DataValue, 0.79858000000000007, 7.1964199999999993E-08
DataValue, 0.80457000000000012, 7.14192E-08
DataValue, 0.81062000000000012, 8.42846E-08
DataValue, 0.81863000000000008, 6.3086599999999993E-08
DataValue, 0.82662, 5.9553399999999992E-08
DataValue, 0.83462, 8.27904E-08
DataValue, 0.84262, 5.8380199999999995E-08
DataValue, 0.85063000000000011, 5.53422E-08
DataValue, 0.85858000000000012, 5.3433799999999996E-08
DataValue, 0.86462, 5.1042399999999997E-08
DataValue, 0.87262000000000006, 5.3526599999999992E-08
DataValue, 0.88062000000000007, 5.0581399999999997E-08
DataValue, 0.88858, 5.2697199999999996E-08
DataValue, 0.89462000000000008, 4.98458E-08
DataValue, 0.90262000000000009, 5.23958E-08
DataValue, 0.9106200000000001, 4.98764E-08
DataValue, 0.91863000000000006, 5.55506E-08
DataValue, 0.92663000000000006, 5.3160599999999994E-08
DataValue, 0.93462000000000012, 5.1235199999999993E-08
DataValue, 0.94262000000000012, 5.2552999999999994E-08
DataValue, 0.95062000000000013, 5.11058E-08
DataValue, 0.95863000000000009, 5.0974599999999996E-08
DataValue, 0.96662, 5.2230199999999996E-08
DataValue, 0.97458000000000011, 5.3760399999999995E-08
DataValue, 0.98062, 4.6913999999999992E-08
DataValue, 0.98863000000000012, 5.2890999999999994E-08
DataValue, 0.99658000000000013, 5.25068E-08
DataValue, 1.00262, 4.59572E-08
DataValue, 1.0106300000000001, 4.5985999999999992E-08
DataValue, 1.01858, 4.5522799999999993E-08
DataValue, 1.02462, 4.8607399999999995E-08
DataValue, 1.03258, 4.7673399999999995E-08
DataValue, 1.0386300000000002, 4.6080599999999992E-08
DataValue, 1.05386, 4.3732199999999995E-08
DataValue, 1.0606300000000002, 4.89244E-08
