
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/10/2025 16:32:19
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 40
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 98244906-20d1-462a-b718-b945636b5e9d
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 9.4E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 9.3E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -1.0107629044852713E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -1.0107629044852713E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -1.0107629044852713E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -1.0107629044852713E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -1.0107629044852713E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.01624, 3.0558E-07
DataValue, 0.01878, 2.8858E-07
DataValue, 0.02264, 2.6098E-07
DataValue, 0.02664, 2.46E-07
DataValue, 0.03063, 2.2419999999999998E-07
DataValue, 0.034640000000000004, 2.132E-07
DataValue, 0.038630000000000005, 2.0376E-07
DataValue, 0.042640000000000004, 1.899E-07
DataValue, 0.046630000000000005, 1.7952E-07
DataValue, 0.05059, 1.7304E-07
DataValue, 0.054630000000000005, 1.5092E-07
DataValue, 0.05859, 1.4698E-07
DataValue, 0.06263, 1.3694E-07
DataValue, 0.06659000000000001, 1.3828E-07
DataValue, 0.06863000000000001, 1.3424E-07
DataValue, 0.070570000000000008, 1.262E-07
DataValue, 0.07262, 1.24E-07
DataValue, 0.07462, 1.2584E-07
DataValue, 0.076620000000000008, 1.2838E-07
DataValue, 0.07857, 1.1814E-07
DataValue, 0.08464, 1.186E-07
DataValue, 0.08863, 1.0954E-07
DataValue, 0.092640000000000014, 1.0716E-07
DataValue, 0.096630000000000008, 1.0676E-07
DataValue, 0.10064000000000001, 1.0322E-07
DataValue, 0.10708000000000001, 9.8032799999999991E-08
DataValue, 0.11464, 9.56218E-08
DataValue, 0.12263000000000002, 9.2193799999999987E-08
DataValue, 0.13064, 8.7978399999999991E-08
DataValue, 0.13863, 8.57994E-08
DataValue, 0.15719000000000002, 9.348E-08
DataValue, 0.16306, 8.8118E-08
DataValue, 0.17064000000000001, 8.7913199999999985E-08
DataValue, 0.17863, 8.2702199999999993E-08
DataValue, 0.18659, 7.9974999999999987E-08
DataValue, 0.19463000000000003, 7.5990199999999992E-08
DataValue, 0.20264000000000002, 7.4240599999999988E-08
DataValue, 0.21063, 7.2444E-08
DataValue, 0.21864000000000003, 6.98082E-08
DataValue, 0.22662000000000002, 6.78898E-08
DataValue, 0.23464000000000002, 6.7504399999999989E-08
DataValue, 0.24263, 6.4840999999999991E-08
DataValue, 0.25064000000000003, 6.4603599999999992E-08
DataValue, 0.25858000000000003, 6.36234E-08
DataValue, 0.26664000000000004, 6.2373799999999989E-08
DataValue, 0.27463000000000004, 6.1516399999999988E-08
DataValue, 0.28264, 5.98584E-08
DataValue, 0.29058, 5.8990399999999996E-08
DataValue, 0.29859, 5.8053399999999992E-08
DataValue, 0.30672000000000005, 5.5825799999999996E-08
DataValue, 0.31464000000000003, 5.6968999999999992E-08
DataValue, 0.32258000000000003, 5.3709599999999994E-08
DataValue, 0.33064000000000004, 5.2906199999999995E-08
DataValue, 0.33863000000000004, 5.1881399999999995E-08
DataValue, 0.34664, 5.1207199999999994E-08
DataValue, 0.35463000000000006, 5.0353399999999996E-08
DataValue, 0.36259, 5.0219599999999994E-08
DataValue, 0.37063, 4.9718599999999995E-08
DataValue, 0.37859000000000004, 4.90912E-08
DataValue, 0.38663000000000003, 4.7766399999999994E-08
DataValue, 0.39464000000000005, 4.8113999999999997E-08
DataValue, 0.40263000000000004, 4.6738399999999993E-08
DataValue, 0.41064000000000006, 4.9043E-08
DataValue, 0.41863000000000006, 5.27338E-08
DataValue, 0.42664, 4.73358E-08
DataValue, 0.43458, 4.59238E-08
DataValue, 0.44259000000000004, 4.5006399999999995E-08
DataValue, 0.45063000000000003, 4.64138E-08
DataValue, 0.45859000000000005, 4.39638E-08
DataValue, 0.46663000000000004, 4.2986399999999994E-08
DataValue, 0.47463000000000005, 4.2304799999999996E-08
DataValue, 0.48259, 4.2339799999999996E-08
DataValue, 0.49063000000000007, 4.2103599999999996E-08
DataValue, 0.49859000000000003, 4.0664999999999994E-08
DataValue, 0.50663, 4.09774E-08
DataValue, 0.51459, 3.9220199999999994E-08
DataValue, 0.52262000000000008, 4.15172E-08
DataValue, 0.53064, 3.81512E-08
DataValue, 0.53858000000000006, 3.79134E-08
DataValue, 0.54664, 3.7420999999999995E-08
DataValue, 0.55463000000000007, 3.6939199999999995E-08
DataValue, 0.56264, 3.6902599999999995E-08
DataValue, 0.57063000000000008, 3.60196E-08
DataValue, 0.57859, 3.54328E-08
DataValue, 0.5866300000000001, 3.53942E-08
DataValue, 0.59464000000000006, 3.44928E-08
DataValue, 0.60258, 3.41324E-08
DataValue, 0.61059000000000008, 3.4335599999999995E-08
DataValue, 0.61862000000000006, 3.34456E-08
DataValue, 0.62664000000000009, 3.3095399999999995E-08
DataValue, 0.63463, 3.3708E-08
DataValue, 0.64266, 3.2399799999999995E-08
DataValue, 0.65063, 3.19818E-08
DataValue, 0.65869000000000011, 3.19948E-08
DataValue, 0.66663000000000006, 3.2519599999999994E-08
DataValue, 0.67464, 3.17536E-08
DataValue, 0.68262, 3.0925399999999996E-08
DataValue, 0.69064, 3.1163999999999994E-08
DataValue, 0.69863000000000008, 3.0239199999999995E-08
DataValue, 0.70664, 2.992E-08
DataValue, 0.7146300000000001, 2.9778199999999998E-08
DataValue, 0.72264000000000006, 3.0637199999999996E-08
DataValue, 0.73063000000000011, 2.93464E-08
DataValue, 0.73864000000000007, 2.89636E-08
DataValue, 0.74662000000000006, 2.9328399999999998E-08
DataValue, 0.75464000000000009, 2.8418199999999998E-08
DataValue, 0.76263, 2.8235599999999997E-08
DataValue, 0.7706400000000001, 2.7987399999999996E-08
DataValue, 0.77863, 2.79284E-08
DataValue, 0.78664000000000012, 2.82404E-08
DataValue, 0.79463000000000006, 2.8001999999999998E-08
DataValue, 0.80264, 2.7680999999999998E-08
DataValue, 0.81063000000000007, 2.72998E-08
DataValue, 0.81859, 2.6908999999999996E-08
DataValue, 0.82663000000000009, 2.6571999999999998E-08
DataValue, 0.83464, 2.6330599999999998E-08
DataValue, 0.8426300000000001, 2.6587599999999998E-08
DataValue, 0.85064000000000006, 2.6319999999999997E-08
DataValue, 0.85858000000000012, 2.57768E-08
DataValue, 0.86664000000000008, 2.55458E-08
DataValue, 0.87463, 2.5333399999999998E-08
DataValue, 0.88264000000000009, 2.5908199999999997E-08
DataValue, 0.89062000000000008, 2.9754799999999997E-08
DataValue, 0.89917, 2.6099599999999997E-08
DataValue, 0.90664000000000011, 2.5659199999999996E-08
DataValue, 0.91463, 2.549E-08
DataValue, 0.92264000000000013, 2.51548E-08
DataValue, 0.93063000000000007, 2.4845199999999996E-08
DataValue, 0.93864, 2.4694799999999996E-08
DataValue, 0.94663000000000008, 2.70742E-08
DataValue, 0.95464, 2.4779999999999998E-08
DataValue, 0.9626300000000001, 2.4860999999999997E-08
DataValue, 0.97064000000000006, 2.4551999999999997E-08
DataValue, 0.97863000000000011, 2.45054E-08
DataValue, 0.98664000000000007, 2.4070999999999998E-08
DataValue, 0.99458000000000013, 2.4111199999999998E-08
DataValue, 1.00264, 2.3888199999999996E-08
DataValue, 1.0106300000000001, 2.3807399999999998E-08
DataValue, 1.01864, 2.3734799999999996E-08
DataValue, 1.0266300000000002, 2.3475199999999998E-08
DataValue, 1.03464, 2.33728E-08
DataValue, 1.0426300000000002, 2.31732E-08
DataValue, 1.05074, 2.3214999999999996E-08
DataValue, 1.05864, 2.2891399999999998E-08
DataValue, 1.0666300000000002, 2.2614199999999997E-08
DataValue, 1.07464, 2.2661799999999997E-08
DataValue, 1.08263, 2.2414599999999997E-08
DataValue, 1.09064, 2.2391399999999997E-08
DataValue, 1.09863, 2.2488799999999996E-08
DataValue, 1.10664, 2.2159199999999998E-08
DataValue, 1.11463, 2.2057599999999996E-08
DataValue, 1.12264, 2.2029399999999997E-08
DataValue, 1.13063, 2.1861199999999997E-08
DataValue, 1.13864, 2.1741399999999998E-08
DataValue, 1.14663, 2.16338E-08
DataValue, 1.15464, 2.16738E-08
DataValue, 1.16263, 2.1411999999999997E-08
DataValue, 1.1706400000000001, 2.1075399999999997E-08
DataValue, 1.1785800000000002, 2.08926E-08
DataValue, 1.18462, 2.0876599999999997E-08
DataValue, 1.19459, 2.0712799999999997E-08
DataValue, 1.20263, 2.0645199999999998E-08
DataValue, 1.2106400000000002, 2.0542199999999997E-08
DataValue, 1.21858, 2.04064E-08
DataValue, 1.2266400000000002, 2.0425E-08
DataValue, 1.2346300000000001, 2.0234599999999997E-08
DataValue, 1.2426400000000002, 2.0093999999999998E-08
DataValue, 1.2506300000000001, 2.00162E-08
DataValue, 1.2586400000000002, 1.99654E-08
DataValue, 1.2666300000000001, 1.97062E-08
DataValue, 1.2745900000000001, 1.9603199999999998E-08
DataValue, 1.28258, 1.9552599999999998E-08
DataValue, 1.29064, 1.9401E-08
DataValue, 1.2986300000000002, 1.93554E-08
DataValue, 1.30664, 1.9576399999999998E-08
DataValue, 1.3146300000000002, 1.9489799999999997E-08
DataValue, 1.32264, 1.936E-08
DataValue, 1.3306300000000002, 1.9382599999999997E-08
DataValue, 1.33864, 2.5933799999999998E-08
DataValue, 1.3466300000000002, 2.0189E-08
DataValue, 1.35464, 1.99014E-08
DataValue, 1.36263, 1.96542E-08
DataValue, 1.37064, 1.9500399999999998E-08
DataValue, 1.37863, 1.94232E-08
DataValue, 1.38664, 1.9172599999999997E-08
DataValue, 1.39463, 1.9158E-08
DataValue, 1.4025900000000002, 1.91446E-08
DataValue, 1.4107200000000002, 1.89876E-08
DataValue, 1.4186400000000001, 1.88454E-08
DataValue, 1.4265800000000002, 1.8815999999999998E-08
DataValue, 1.4346400000000001, 1.87144E-08
DataValue, 1.44263, 1.86822E-08
DataValue, 1.45059, 1.86374E-08
DataValue, 1.45863, 1.86084E-08
DataValue, 1.4666000000000001, 1.8487399999999997E-08
DataValue, 1.47463, 1.83866E-08
DataValue, 1.4826000000000001, 1.82554E-08
DataValue, 1.49058, 1.8140999999999997E-08
DataValue, 1.4986400000000002, 1.8101599999999997E-08
DataValue, 1.50658, 1.79612E-08
DataValue, 1.5146400000000002, 1.79458E-08
DataValue, 1.5226300000000002, 1.7872199999999997E-08
DataValue, 1.5306400000000002, 1.7753999999999998E-08
