
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/10/2025 17:39:56
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 65
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 12e507b5-5d1a-4fca-8cb4-3bd0bd1f03ad
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.7E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 8.3E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.020910209102091022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.020910209102091022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.020910209102091022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.020910209102091022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.020910209102091022
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.01615, 8.298E-07
DataValue, 0.018740000000000003, 7.763E-07
DataValue, 0.02263, 6.8699999999999994E-07
DataValue, 0.026590000000000003, 6.8026E-07
DataValue, 0.03063, 5.8454E-07
DataValue, 0.034640000000000004, 5.9144E-07
DataValue, 0.038630000000000005, 5.1144E-07
DataValue, 0.042640000000000004, 4.8982E-07
DataValue, 0.046630000000000005, 4.5394E-07
DataValue, 0.050640000000000004, 4.3646E-07
DataValue, 0.054630000000000005, 4.2463999999999997E-07
DataValue, 0.05859, 4.1636E-07
DataValue, 0.06063, 3.982E-07
DataValue, 0.062620000000000009, 3.8778E-07
DataValue, 0.06478, 3.816E-07
DataValue, 0.06858, 3.712E-07
DataValue, 0.07263, 3.5542E-07
DataValue, 0.07463, 3.5244E-07
DataValue, 0.076620000000000008, 3.4116E-07
DataValue, 0.078620000000000009, 3.373E-07
DataValue, 0.08225, 3.4366E-07
DataValue, 0.084630000000000011, 3.2576E-07
DataValue, 0.08662, 3.2136E-07
DataValue, 0.08863, 3.1372E-07
DataValue, 0.09062, 3.137E-07
DataValue, 0.092570000000000013, 3.1214E-07
DataValue, 0.094800000000000009, 3.2946E-07
DataValue, 0.098630000000000009, 2.9448E-07
DataValue, 0.10063000000000001, 2.9296E-07
DataValue, 0.10262, 2.895E-07
DataValue, 0.10462, 2.8512E-07
DataValue, 0.10657000000000001, 2.8068E-07
DataValue, 0.10862000000000001, 2.9292E-07
DataValue, 0.11086000000000001, 2.799E-07
DataValue, 0.11463000000000001, 2.7374E-07
DataValue, 0.11808, 2.8212E-07
DataValue, 0.12063000000000002, 2.718E-07
DataValue, 0.12263000000000002, 2.5726E-07
DataValue, 0.12458000000000001, 2.6334E-07
DataValue, 0.12657000000000002, 2.572E-07
DataValue, 0.12857000000000002, 2.509E-07
DataValue, 0.13062, 2.5126E-07
DataValue, 0.13262000000000002, 2.4744E-07
DataValue, 0.13462000000000002, 2.4126E-07
DataValue, 0.13672, 2.5298E-07
DataValue, 0.14063, 2.4068E-07
DataValue, 0.14262000000000003, 2.3465999999999999E-07
DataValue, 0.14462, 2.3446E-07
DataValue, 0.14662, 2.3806E-07
DataValue, 0.14862, 2.2634E-07
DataValue, 0.15057, 2.233E-07
DataValue, 0.15279, 2.4194E-07
DataValue, 0.15663000000000002, 2.2416E-07
DataValue, 0.15857000000000002, 2.3129999999999999E-07
DataValue, 0.16062, 2.3145999999999998E-07
DataValue, 0.16262000000000002, 2.662E-07
DataValue, 0.16462000000000002, 2.53E-07
DataValue, 0.16662000000000002, 2.2223999999999998E-07
DataValue, 0.17013, 2.1168E-07
DataValue, 0.18064000000000002, 2.0284E-07
DataValue, 0.18463000000000002, 2.0687999999999998E-07
DataValue, 0.18864, 1.9709999999999999E-07
DataValue, 0.19263000000000002, 1.9538E-07
DataValue, 0.19659000000000002, 1.9838E-07
DataValue, 0.20063, 2.6294E-07
DataValue, 0.20464000000000002, 3.0158E-07
DataValue, 0.20863, 2.7754E-07
DataValue, 0.21264000000000002, 2.6398E-07
DataValue, 0.21663000000000002, 2.4952E-07
DataValue, 0.22064000000000003, 2.203E-07
DataValue, 0.22463000000000002, 2.1016E-07
DataValue, 0.22864, 1.998E-07
DataValue, 0.23263000000000003, 1.7738E-07
DataValue, 0.23664000000000002, 2.0788E-07
DataValue, 0.24063, 1.8388E-07
DataValue, 0.24459000000000003, 2.0376E-07
DataValue, 0.24863000000000002, 1.8703999999999999E-07
DataValue, 0.25259000000000004, 2.0729999999999998E-07
DataValue, 0.25659000000000004, 1.8229999999999999E-07
DataValue, 0.26064000000000004, 1.8794E-07
DataValue, 0.26463000000000003, 1.6902E-07
DataValue, 0.26859, 1.7907999999999999E-07
DataValue, 0.27263000000000004, 1.658E-07
DataValue, 0.27664, 1.7618E-07
DataValue, 0.28063000000000005, 1.9228E-07
DataValue, 0.28464, 2.0826E-07
DataValue, 0.28863, 1.8916E-07
DataValue, 0.29264, 2.0178E-07
DataValue, 0.29659, 1.9904E-07
DataValue, 0.29913, 2.1128E-07
DataValue, 0.30263, 1.5972E-07
DataValue, 0.30663, 2.0764E-07
DataValue, 0.31063, 1.7414E-07
DataValue, 0.31463, 1.9338E-07
DataValue, 0.31863, 1.8756E-07
DataValue, 0.32263000000000003, 1.8369999999999998E-07
DataValue, 0.32663000000000003, 1.905E-07
DataValue, 0.33063000000000003, 1.8092E-07
DataValue, 0.33463000000000004, 1.6894E-07
DataValue, 0.33864000000000005, 1.719E-07
DataValue, 0.34263000000000005, 1.6686E-07
DataValue, 0.34659, 1.6494E-07
DataValue, 0.35063000000000005, 1.5126E-07
DataValue, 0.35464, 1.7538E-07
DataValue, 0.35863, 1.7058E-07
DataValue, 0.36263, 1.5494E-07
DataValue, 0.36663, 1.7586E-07
DataValue, 0.37063, 1.7508E-07
DataValue, 0.37463, 1.7826E-07
DataValue, 0.37863, 1.5234E-07
DataValue, 0.38263, 1.4136E-07
DataValue, 0.38663000000000003, 1.5869999999999999E-07
DataValue, 0.39063000000000003, 1.7716E-07
DataValue, 0.39463000000000004, 1.6018E-07
DataValue, 0.39863000000000004, 1.732E-07
DataValue, 0.40263000000000004, 1.3912E-07
DataValue, 0.40663000000000005, 1.3584E-07
DataValue, 0.41072000000000003, 1.619E-07
DataValue, 0.41463000000000005, 1.3352E-07
DataValue, 0.41863000000000006, 1.3978E-07
DataValue, 0.42263000000000006, 1.6592E-07
DataValue, 0.42659, 1.1944E-07
DataValue, 0.43063, 1.4526E-07
DataValue, 0.43459000000000003, 1.4224E-07
DataValue, 0.43863, 1.4758E-07
DataValue, 0.44263, 1.5608E-07
DataValue, 0.44663, 1.5398E-07
DataValue, 0.45059000000000005, 1.3635999999999999E-07
DataValue, 0.45463000000000003, 1.4078E-07
DataValue, 0.45859000000000005, 1.5204E-07
DataValue, 0.46263000000000004, 1.1523999999999999E-07
DataValue, 0.46663000000000004, 1.5694E-07
DataValue, 0.47063000000000005, 1.2244E-07
DataValue, 0.47262000000000004, 1.2334E-07
DataValue, 0.47462000000000004, 1.5818E-07
DataValue, 0.47662000000000004, 1.157E-07
DataValue, 0.48063000000000006, 1.3472E-07
DataValue, 0.48463000000000006, 1.1044E-07
DataValue, 0.48863000000000006, 1.54E-07
DataValue, 0.49263000000000007, 1.5696E-07
DataValue, 0.49663, 1.4684E-07
DataValue, 0.50063, 1.3222E-07
DataValue, 0.50464000000000009, 1.1208E-07
DataValue, 0.50863, 1.2172E-07
DataValue, 0.51263, 1.3248E-07
DataValue, 0.51658, 1.3972E-07
DataValue, 0.52064, 1.1388E-07
DataValue, 0.52266, 1.313E-07
DataValue, 0.52663, 1.4118E-07
DataValue, 0.53063, 1.2346E-07
DataValue, 0.53464, 1.1237999999999999E-07
DataValue, 0.53863, 1.1406E-07
DataValue, 0.54259, 1.1083999999999999E-07
DataValue, 0.54663000000000006, 1.0806E-07
DataValue, 0.55083, 1.1306E-07
DataValue, 0.55470000000000008, 1.1192E-07
DataValue, 0.55663000000000007, 1.0814E-07
DataValue, 0.55862, 1.0852E-07
DataValue, 0.56109000000000009, 1.245E-07
DataValue, 0.56463000000000008, 1.2308E-07
DataValue, 0.56863000000000008, 1.0643999999999999E-07
DataValue, 0.57263000000000008, 1.0806E-07
DataValue, 0.57664, 1.3747999999999998E-07
DataValue, 0.58063000000000009, 1.12E-07
DataValue, 0.58459, 1.0559999999999999E-07
DataValue, 0.5886300000000001, 1.4444E-07
DataValue, 0.60275, 1.1706E-07
DataValue, 0.61962000000000006, 1.0626E-07
DataValue, 0.62265, 1.0094E-07
DataValue, 0.62909, 1.0253719999999999E-07
DataValue, 0.63664000000000009, 9.4009199999999989E-08
DataValue, 0.6446400000000001, 9.9987399999999989E-08
DataValue, 0.65264, 1.0238919999999999E-07
DataValue, 0.66059, 9.1167799999999989E-08
DataValue, 0.66864, 9.4832599999999991E-08
DataValue, 0.67664, 1.0061859999999999E-07
DataValue, 0.68464, 8.6370599999999991E-08
DataValue, 0.69264, 9.3296399999999986E-08
DataValue, 0.70073000000000008, 1.0316819999999999E-07
DataValue, 0.70864, 8.6827799999999991E-08
DataValue, 0.71664, 9.9516399999999984E-08
DataValue, 0.72464000000000006, 9.32464E-08
DataValue, 0.73264000000000007, 9.2900399999999987E-08
DataValue, 0.74064000000000008, 9.254359999999999E-08
DataValue, 0.74859000000000009, 8.819939999999999E-08
DataValue, 0.7565900000000001, 9.0542199999999989E-08
DataValue, 0.7645900000000001, 9.2876399999999986E-08
DataValue, 0.77259000000000011, 8.08076E-08
DataValue, 0.78064000000000011, 8.7298999999999993E-08
DataValue, 0.79617, 8.4286199999999989E-08
DataValue, 0.80463000000000007, 8.2773799999999986E-08
DataValue, 0.81263000000000007, 8.0417599999999991E-08
DataValue, 0.8283100000000001, 1.3952E-07
DataValue, 0.84274, 7.654E-08
DataValue, 0.84908000000000006, 8.0929799999999987E-08
DataValue, 0.85664000000000007, 7.25164E-08
DataValue, 0.86464000000000008, 8.6401399999999989E-08
DataValue, 0.87264000000000008, 8.1887399999999992E-08
DataValue, 0.88064000000000009, 7.6511799999999993E-08
DataValue, 0.89635000000000009, 7.18E-08
DataValue, 0.91282000000000008, 6.866E-08
DataValue, 0.91905, 6.9538799999999987E-08
DataValue, 0.92665000000000008, 7.480699999999999E-08
DataValue, 0.94235000000000013, 6.774E-08
DataValue, 0.94908, 6.78972E-08
DataValue, 0.96862, 8.308E-08
DataValue, 0.98562, 6.6359999999999993E-08
DataValue, 0.98864000000000007, 1.3386E-07
DataValue, 0.99504, 9.7675399999999988E-08
DataValue, 1.00264, 6.7501999999999991E-08
DataValue, 1.01811, 6.3971E-08
DataValue, 1.03272, 9.23398E-08
DataValue, 1.0405900000000001, 7.1043399999999991E-08
DataValue, 1.04864, 9.6629599999999991E-08
