
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/17/2025 19:33:57
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, e57fec2e-ed2b-4a37-8a6d-1b4a84fad5c5
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -4.9E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.1E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.70000000000000007
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.70000000000000007
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.70000000000000007
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.70000000000000007
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.70000000000000007
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.034440000000000005, 2.0665E-09
DataValue, 0.042690000000000006, -1.742E-09
DataValue, 0.04864, -2.3854E-09
DataValue, 0.05464, -1.5852E-09
DataValue, 0.071130000000000013, -1.1141E-09
DataValue, 0.07663, -1.3167E-09
DataValue, 0.082660000000000011, -1.3184E-09
DataValue, 0.086640000000000009, -1.2079E-09
DataValue, 0.090580000000000008, -1.161E-09
DataValue, 0.094580000000000011, -1.1585E-09
DataValue, 0.098580000000000015, -1.1791E-09
DataValue, 0.10259000000000002, -1.1887E-09
DataValue, 0.10662, -1.1846E-09
DataValue, 0.11266000000000001, -1.2149E-09
DataValue, 0.11864000000000001, -1.2123E-09
DataValue, 0.12464000000000002, -1.2057E-09
DataValue, 0.13059, -1.1744E-09
DataValue, 0.13664, -1.1619E-09
DataValue, 0.14266, -1.1871E-09
DataValue, 0.14864000000000002, -1.2138E-09
DataValue, 0.15460000000000002, -1.2127E-09
DataValue, 0.16059, -1.1733E-09
DataValue, 0.16463000000000003, -1.1487E-09
DataValue, 0.16864, -1.1867E-09
DataValue, 0.17309000000000002, -1.1838E-09
DataValue, 0.17864000000000002, -1.2059E-09
DataValue, 0.18460000000000001, -1.1895E-09
DataValue, 0.19065000000000001, -1.2028E-09
DataValue, 0.19660000000000003, -1.2205E-09
DataValue, 0.20266, -1.192E-09
DataValue, 0.20859000000000003, -1.1771E-09
DataValue, 0.2146, -1.1854E-09
DataValue, 0.22060000000000002, -1.1923E-09
DataValue, 0.22664, -1.1853E-09
DataValue, 0.23266, -1.197E-09
DataValue, 0.23864000000000002, -1.169E-09
DataValue, 0.24474, -1.165E-09
DataValue, 0.25059000000000003, -1.2067E-09
DataValue, 0.25659000000000004, -1.1886E-09
DataValue, 0.26266, -1.1821E-09
DataValue, 0.2686, -1.1874E-09
DataValue, 0.27265, -1.1827E-09
DataValue, 0.27663000000000004, -1.1974E-09
DataValue, 0.28261000000000003, -1.1753E-09
DataValue, 0.28864, -1.1872E-09
DataValue, 0.29464, -1.1894E-09
DataValue, 0.30059, -1.1644E-09
DataValue, 0.30664, -1.1727E-09
DataValue, 0.31265000000000004, -1.1802E-09
DataValue, 0.31864000000000003, -1.1819E-09
DataValue, 0.32464000000000004, -1.1512E-09
DataValue, 0.33064000000000004, -1.1557E-09
DataValue, 0.33664000000000005, -1.1756E-09
DataValue, 0.34097000000000005, -1.1869E-09
DataValue, 0.34664, -1.1805E-09
DataValue, 0.35261000000000003, -1.1874E-09
DataValue, 0.35859, -1.175E-09
DataValue, 0.36459, -1.1562E-09
DataValue, 0.37064, -1.1515E-09
DataValue, 0.37664000000000003, -1.1886E-09
DataValue, 0.38266000000000006, -1.1792E-09
DataValue, 0.38864000000000004, -1.1824E-09
DataValue, 0.39464000000000005, -1.1605E-09
DataValue, 0.39861, -1.1494E-09
DataValue, 0.40278, -1.171E-09
DataValue, 0.40864000000000006, -1.1513E-09
DataValue, 0.41464, -1.1739E-09
DataValue, 0.42059, -1.1832E-09
DataValue, 0.42664, -1.1736E-09
DataValue, 0.43266000000000004, -1.1846E-09
DataValue, 0.43864000000000003, -1.1556E-09
DataValue, 0.44460000000000005, -1.1587E-09
DataValue, 0.45064000000000004, -1.1738E-09
DataValue, 0.45664000000000005, -1.1693E-09
DataValue, 0.46266, -1.1623E-09
DataValue, 0.46864000000000006, -1.155E-09
DataValue, 0.47464000000000006, -1.1797E-09
DataValue, 0.48064, -1.1378E-09
DataValue, 0.48664, -1.1609E-09
DataValue, 0.49266000000000004, -1.1837E-09
DataValue, 0.49864, -1.1758E-09
DataValue, 0.50464000000000009, -1.1496E-09
DataValue, 0.51064000000000009, -1.1633E-09
DataValue, 0.51664, -1.1743E-09
DataValue, 0.52265000000000006, -1.1481E-09
DataValue, 0.52859, -1.1366E-09
DataValue, 0.53464, -1.1699E-09
DataValue, 0.54059, -1.1815E-09
DataValue, 0.54664, -1.1432E-09
DataValue, 0.55261, -1.1424E-09
DataValue, 0.55864, -1.1632E-09
DataValue, 0.56464, -1.1602E-09
DataValue, 0.57064, -1.1694E-09
DataValue, 0.57664, -1.1533E-09
DataValue, 0.58265, -1.153E-09
DataValue, 0.58864, -1.148E-09
DataValue, 0.59464000000000006, -1.171E-09
DataValue, 0.60064000000000006, -1.1878E-09
DataValue, 0.60664000000000007, -1.1252E-09
DataValue, 0.61266000000000009, -1.1472E-09
DataValue, 0.61663, -1.1708E-09
DataValue, 0.62265, -1.1476E-09
DataValue, 0.62864000000000009, -1.1441E-09
DataValue, 0.63464000000000009, -1.165E-09
DataValue, 0.6406400000000001, -1.1786E-09
DataValue, 0.6466400000000001, -1.1266E-09
DataValue, 0.65261, -1.1638E-09
DataValue, 0.65864, -1.173E-09
DataValue, 0.66464, -1.125E-09
DataValue, 0.67064, -1.1641E-09
DataValue, 0.67664, -1.1464E-09
DataValue, 0.68266, -1.1601E-09
DataValue, 0.68864, -1.1572E-09
DataValue, 0.69464, -1.141E-09
DataValue, 0.70064, -1.154E-09
DataValue, 0.70659, -1.1148E-09
DataValue, 0.71266000000000007, -1.1754E-09
DataValue, 0.71864000000000006, -1.1465E-09
DataValue, 0.72464000000000006, -1.1419E-09
DataValue, 0.73059000000000007, -1.1626E-09
DataValue, 0.73664000000000007, -1.1705E-09
DataValue, 0.7426600000000001, -1.1429E-09
DataValue, 0.74864000000000008, -1.1285E-09
DataValue, 0.75464000000000009, -1.1488E-09
DataValue, 0.76064000000000009, -1.1435E-09
DataValue, 0.7666400000000001, -1.1419E-09
DataValue, 0.77266, -1.16E-09
DataValue, 0.77864000000000011, -1.1709E-09
DataValue, 0.78460000000000008, -1.1385E-09
DataValue, 0.79059, -1.1528E-09
DataValue, 0.79664, -1.1681E-09
DataValue, 0.80266, -1.1396E-09
DataValue, 0.80864, -1.1385E-09
DataValue, 0.81464, -1.1483E-09
DataValue, 0.82059, -1.159E-09
DataValue, 0.82664, -1.1268E-09
DataValue, 0.83266000000000007, -1.1345E-09
DataValue, 0.83864, -1.1548E-09
DataValue, 0.84464000000000006, -1.1407E-09
DataValue, 0.84865, -1.1636E-09
DataValue, 0.8531700000000001, -1.1512E-09
DataValue, 0.85864000000000007, -1.1179E-09
DataValue, 0.86464000000000008, -1.1061E-09
DataValue, 0.87064000000000008, -1.1575E-09
DataValue, 0.87664000000000009, -1.1824E-09
DataValue, 0.88266000000000011, -1.1457E-09
DataValue, 0.8886400000000001, -1.104E-09
DataValue, 0.8946400000000001, -1.1304E-09
DataValue, 0.90064000000000011, -1.1493E-09
DataValue, 0.90664000000000011, -1.1552E-09
DataValue, 0.91266, -1.1333E-09
DataValue, 0.91859000000000013, -1.1377E-09
DataValue, 0.92464000000000013, -1.1373E-09
DataValue, 0.93064, -1.1459E-09
DataValue, 0.93664, -1.1521E-09
DataValue, 0.94266, -1.1155E-09
DataValue, 0.94864, -1.152E-09
DataValue, 0.95262000000000013, -1.1485E-09
DataValue, 0.95664, -1.1427E-09
DataValue, 0.96268000000000009, -1.1321E-09
DataValue, 0.96672, -1.1317E-09
DataValue, 0.9706300000000001, -1.1282E-09
DataValue, 0.97663000000000011, -1.1446E-09
DataValue, 0.98275000000000012, -1.1398E-09
DataValue, 0.98711, -1.1356E-09
DataValue, 0.99267, -1.1533E-09
DataValue, 0.99864000000000008, -1.1271E-09
DataValue, 1.00465, -1.1249E-09
DataValue, 1.01064, -1.1353E-09
DataValue, 1.01664, -1.1407E-09
DataValue, 1.0226600000000001, -1.1405E-09
DataValue, 1.0266000000000002, -1.1348E-09
DataValue, 1.0306000000000002, -1.1414E-09
DataValue, 1.03664, -1.1164E-09
DataValue, 1.0426600000000001, -1.1181E-09
DataValue, 1.04864, -1.148E-09
DataValue, 1.05464, -1.1412E-09
DataValue, 1.05865, -1.1487E-09
DataValue, 1.06261, -1.1406E-09
DataValue, 1.06864, -1.1253E-09
DataValue, 1.0746300000000002, -1.1529E-09
DataValue, 1.0805900000000002, -1.1286E-09
DataValue, 1.08658, -1.1084E-09
DataValue, 1.0926600000000002, -1.1294E-09
DataValue, 1.09863, -1.1496E-09
DataValue, 1.10464, -1.1378E-09
DataValue, 1.10864, -1.1195E-09
DataValue, 1.11264, -1.1178E-09
DataValue, 1.11681, -1.1455E-09
DataValue, 1.12063, -1.161E-09
DataValue, 1.12664, -1.1188E-09
DataValue, 1.13264, -1.1378E-09
DataValue, 1.13864, -1.117E-09
DataValue, 1.1445800000000002, -1.1134E-09
DataValue, 1.15064, -1.1421E-09
DataValue, 1.1565800000000002, -1.1443E-09
DataValue, 1.16266, -1.1371E-09
DataValue, 1.16863, -1.1142E-09
DataValue, 1.1746400000000001, -1.1424E-09
DataValue, 1.18063, -1.1133E-09
DataValue, 1.1866400000000001, -1.1169E-09
DataValue, 1.1926400000000001, -1.1394E-09
DataValue, 1.19865, -1.1487E-09
DataValue, 1.20463, -1.1162E-09
DataValue, 1.2106000000000001, -1.1276E-09
DataValue, 1.21658, -1.1381E-09
DataValue, 1.22266, -1.119E-09
DataValue, 1.22863, -1.1357E-09
DataValue, 1.23465, -1.1197E-09
DataValue, 1.23865, -1.1128E-09
DataValue, 1.2426400000000002, -1.1111E-09
DataValue, 1.2487400000000002, -1.1196E-09
DataValue, 1.25465, -1.1556E-09
DataValue, 1.26059, -1.1408E-09
DataValue, 1.2666400000000002, -1.1219E-09
DataValue, 1.2726600000000001, -1.1236E-09
DataValue, 1.2785900000000001, -1.1158E-09
DataValue, 1.28464, -1.1234E-09
DataValue, 1.29064, -1.1353E-09
DataValue, 1.29665, -1.1421E-09
DataValue, 1.3026600000000002, -1.1172E-09
DataValue, 1.3085900000000001, -1.0806E-09
DataValue, 1.31465, -1.1269E-09
DataValue, 1.3206000000000002, -1.1396E-09
DataValue, 1.32664, -1.1536E-09
DataValue, 1.33261, -1.1229E-09
