
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/17/2025 19:50:12
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 9
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 84348621-db45-4c24-a7ac-20659e04ecfc
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 7.1E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.6E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0019761195691502687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0019761195691502687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0019761195691502687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0019761195691502687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0019761195691502687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.016190000000000003, 3.5812E-07
DataValue, 0.018760000000000002, 3.2422E-07
DataValue, 0.022590000000000002, 2.8606E-07
DataValue, 0.02664, 2.5539999999999997E-07
DataValue, 0.03063, 2.3182E-07
DataValue, 0.03459, 2.128E-07
DataValue, 0.03858, 1.9726E-07
DataValue, 0.042640000000000004, 1.8446E-07
DataValue, 0.046630000000000005, 1.7307999999999999E-07
DataValue, 0.05059, 1.6318E-07
DataValue, 0.054630000000000005, 1.5547999999999999E-07
DataValue, 0.058640000000000005, 1.4807999999999999E-07
DataValue, 0.06263, 1.4192E-07
DataValue, 0.06664, 1.361E-07
DataValue, 0.070630000000000012, 1.3114E-07
DataValue, 0.074640000000000012, 1.2716E-07
DataValue, 0.07863, 1.2304E-07
DataValue, 0.08264, 1.1904E-07
DataValue, 0.084630000000000011, 1.1748E-07
DataValue, 0.08662, 1.1544E-07
DataValue, 0.08962, 1.1355999999999999E-07
DataValue, 0.092720000000000011, 1.1128E-07
DataValue, 0.09664, 1.0866E-07
DataValue, 0.10063000000000001, 1.0622E-07
DataValue, 0.10464000000000001, 1.0378E-07
DataValue, 0.10859, 1.0147999999999999E-07
DataValue, 0.11506000000000001, 9.7327199999999993E-08
DataValue, 0.12259, 9.42754E-08
DataValue, 0.13063000000000002, 9.146739999999999E-08
DataValue, 0.13864, 8.85764E-08
DataValue, 0.14663, 8.622519999999999E-08
DataValue, 0.15459, 8.41446E-08
DataValue, 0.16264, 8.2164E-08
DataValue, 0.17064000000000001, 8.0487599999999991E-08
DataValue, 0.17859000000000003, 7.8688799999999987E-08
DataValue, 0.18664000000000003, 7.7105999999999989E-08
DataValue, 0.19464, 7.55204E-08
DataValue, 0.20264000000000002, 7.4150799999999989E-08
DataValue, 0.21064000000000002, 7.2947799999999988E-08
DataValue, 0.21864000000000003, 7.1626199999999993E-08
DataValue, 0.22664, 7.04882E-08
DataValue, 0.23464000000000002, 6.94332E-08
DataValue, 0.24258000000000002, 6.84444E-08
DataValue, 0.25089, 6.74042E-08
DataValue, 0.25863, 6.6281E-08
DataValue, 0.26664000000000004, 6.52672E-08
DataValue, 0.27463000000000004, 6.44076E-08
DataValue, 0.28264, 6.3526399999999991E-08
DataValue, 0.29059, 6.2789399999999989E-08
DataValue, 0.29864, 6.19228E-08
DataValue, 0.30658, 6.0982399999999992E-08
DataValue, 0.31464000000000003, 6.032739999999999E-08
DataValue, 0.32258000000000003, 5.963179999999999E-08
DataValue, 0.33064000000000004, 5.8903999999999996E-08
DataValue, 0.33863000000000004, 5.8244999999999996E-08
DataValue, 0.34664, 5.7488799999999995E-08
DataValue, 0.35463000000000006, 5.6869399999999993E-08
DataValue, 0.36264, 5.63758E-08
DataValue, 0.37063, 5.5906199999999995E-08
DataValue, 0.37864000000000003, 5.5241399999999993E-08
DataValue, 0.38663000000000003, 5.4620999999999997E-08
DataValue, 0.39464000000000005, 5.4143999999999992E-08
DataValue, 0.40258000000000005, 5.3488799999999993E-08
DataValue, 0.41059, 5.3075599999999997E-08
DataValue, 0.41863000000000006, 5.24876E-08
DataValue, 0.42659, 5.1999199999999992E-08
DataValue, 0.43458, 5.2195799999999995E-08
DataValue, 0.44264000000000003, 5.1453E-08
DataValue, 0.45064000000000004, 5.1029999999999994E-08
DataValue, 0.45859000000000005, 5.0541799999999993E-08
DataValue, 0.46664000000000005, 4.9939399999999997E-08
DataValue, 0.47464000000000006, 4.9664599999999993E-08
DataValue, 0.48264, 4.8981399999999995E-08
DataValue, 0.49059, 4.8574999999999997E-08
DataValue, 0.49864, 4.7982399999999994E-08
DataValue, 0.50664000000000009, 4.8101599999999994E-08
DataValue, 0.5146400000000001, 4.77284E-08
DataValue, 0.52264, 4.7326799999999993E-08
DataValue, 0.53059, 4.7043599999999993E-08
DataValue, 0.53864, 4.66182E-08
DataValue, 0.54664, 4.6312199999999996E-08
DataValue, 0.55464, 4.6002799999999994E-08
DataValue, 0.56264, 4.57886E-08
DataValue, 0.57064, 4.55092E-08
DataValue, 0.57864, 4.5195199999999993E-08
DataValue, 0.58664, 4.4898199999999994E-08
DataValue, 0.59464000000000006, 4.46118E-08
DataValue, 0.60264000000000006, 4.4480199999999996E-08
DataValue, 0.61059000000000008, 4.41668E-08
DataValue, 0.61864000000000008, 4.3843E-08
DataValue, 0.62664000000000009, 4.3482999999999993E-08
DataValue, 0.63464000000000009, 4.3434E-08
DataValue, 0.64259000000000011, 4.3129999999999996E-08
DataValue, 0.65059, 4.2961799999999994E-08
DataValue, 0.65864, 4.2675599999999996E-08
DataValue, 0.66664, 4.2340599999999993E-08
DataValue, 0.67459, 4.20942E-08
DataValue, 0.68264, 4.1765E-08
DataValue, 0.69064, 4.15452E-08
DataValue, 0.69864, 4.1358799999999996E-08
DataValue, 0.70664, 4.09752E-08
DataValue, 0.71464, 4.06586E-08
DataValue, 0.72264000000000006, 4.0361999999999994E-08
DataValue, 0.73064000000000007, 4.03928E-08
DataValue, 0.73864000000000007, 4.00408E-08
DataValue, 0.74664000000000008, 3.9716599999999996E-08
DataValue, 0.75464000000000009, 3.9525799999999995E-08
DataValue, 0.7625900000000001, 3.93216E-08
DataValue, 0.7706400000000001, 3.91826E-08
DataValue, 0.77863, 3.9053E-08
DataValue, 0.78664000000000012, 3.8777599999999996E-08
DataValue, 0.79464, 3.84828E-08
DataValue, 0.80264, 3.83176E-08
DataValue, 0.81064, 3.8137799999999996E-08
DataValue, 0.81864, 3.7815399999999993E-08
DataValue, 0.82672000000000012, 3.7906999999999997E-08
DataValue, 0.83464, 3.77012E-08
DataValue, 0.84264000000000006, 3.8135E-08
DataValue, 0.85064000000000006, 3.8006799999999993E-08
DataValue, 0.85859000000000008, 3.79298E-08
DataValue, 0.86659000000000008, 3.7522E-08
DataValue, 0.87459000000000009, 3.76476E-08
DataValue, 0.8825900000000001, 3.7957999999999995E-08
DataValue, 0.8906400000000001, 3.7606999999999994E-08
DataValue, 0.89864000000000011, 3.7646E-08
DataValue, 0.90664000000000011, 3.7128399999999995E-08
DataValue, 0.91464000000000012, 3.67028E-08
DataValue, 0.92264000000000013, 3.70258E-08
DataValue, 0.9307200000000001, 3.7212199999999994E-08
DataValue, 0.93864, 3.6746199999999995E-08
DataValue, 0.94664, 3.7081999999999994E-08
DataValue, 0.95464, 3.7363599999999995E-08
DataValue, 0.96264, 3.67574E-08
DataValue, 0.97064000000000006, 3.63818E-08
DataValue, 0.97859000000000007, 3.6104599999999996E-08
DataValue, 0.98659000000000008, 3.5581399999999995E-08
DataValue, 0.99459000000000009, 3.55856E-08
DataValue, 1.00264, 3.5139599999999994E-08
DataValue, 1.01064, 3.5503799999999994E-08
DataValue, 1.01864, 3.5286199999999993E-08
DataValue, 1.02664, 3.5419399999999996E-08
DataValue, 1.03464, 3.5987599999999996E-08
DataValue, 1.04264, 3.5474799999999994E-08
DataValue, 1.0505900000000001, 3.5219399999999994E-08
DataValue, 1.05864, 3.5067199999999997E-08
DataValue, 1.0669700000000002, 3.4769199999999996E-08
DataValue, 1.0745900000000002, 3.47274E-08
DataValue, 1.08264, 3.4533599999999995E-08
DataValue, 1.09064, 3.46952E-08
DataValue, 1.09864, 3.4025599999999995E-08
DataValue, 1.10664, 3.42124E-08
DataValue, 1.11464, 3.38898E-08
DataValue, 1.12264, 3.3631799999999995E-08
DataValue, 1.13064, 3.39166E-08
DataValue, 1.13863, 3.3764E-08
DataValue, 1.14735, 3.1216999999999994E-08
DataValue, 1.15459, 3.10426E-08
DataValue, 1.1626400000000001, 3.2011599999999994E-08
DataValue, 1.1706400000000001, 3.2564999999999994E-08
DataValue, 1.1786400000000001, 3.23624E-08
DataValue, 1.1866400000000001, 3.25832E-08
DataValue, 1.1946400000000002, 3.3151E-08
DataValue, 1.2026400000000002, 3.3940199999999996E-08
DataValue, 1.2106400000000002, 3.4043199999999993E-08
DataValue, 1.2186400000000002, 3.4008199999999993E-08
DataValue, 1.22659, 3.38666E-08
DataValue, 1.2346400000000002, 3.3927199999999994E-08
DataValue, 1.2426400000000002, 3.38148E-08
DataValue, 1.2506400000000002, 3.3643199999999996E-08
DataValue, 1.2586400000000002, 3.34184E-08
DataValue, 1.2666400000000002, 3.34324E-08
DataValue, 1.27464, 3.3105E-08
DataValue, 1.2825900000000001, 3.3165999999999994E-08
DataValue, 1.2905900000000001, 3.3288399999999995E-08
DataValue, 1.29864, 3.32226E-08
DataValue, 1.30664, 3.2930199999999995E-08
DataValue, 1.31464, 3.28878E-08
DataValue, 1.32264, 3.3217199999999997E-08
DataValue, 1.33064, 3.25866E-08
DataValue, 1.33864, 3.1573999999999995E-08
DataValue, 1.34664, 3.12172E-08
DataValue, 1.35464, 3.14118E-08
DataValue, 1.36264, 3.14298E-08
DataValue, 1.37064, 3.16652E-08
DataValue, 1.37864, 3.16694E-08
DataValue, 1.38664, 3.15344E-08
DataValue, 1.39464, 3.1745799999999994E-08
DataValue, 1.4025900000000002, 3.1156799999999995E-08
DataValue, 1.41059, 3.06992E-08
DataValue, 1.41859, 2.8787999999999996E-08
DataValue, 1.4266400000000001, 2.9852999999999996E-08
DataValue, 1.43459, 2.9649999999999997E-08
DataValue, 1.4426400000000001, 2.80706E-08
DataValue, 1.45063, 2.76908E-08
DataValue, 1.46022, 2.7218999999999997E-08
DataValue, 1.4686400000000002, 2.75902E-08
DataValue, 1.4766400000000002, 2.7855799999999997E-08
DataValue, 1.4846400000000002, 2.7542799999999996E-08
DataValue, 1.4926400000000002, 2.6146599999999997E-08
DataValue, 1.5006400000000002, 2.6076799999999998E-08
DataValue, 1.5086400000000002, 2.7850399999999996E-08
DataValue, 1.51665, 2.7378199999999996E-08
DataValue, 1.5246400000000002, 2.8027599999999996E-08
DataValue, 1.5326400000000002, 2.7479599999999997E-08
DataValue, 1.5406400000000002, 2.7174399999999997E-08
