
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 200.00000000000003
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/17/2025 19:54:17
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 10
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 1510ce0a-9966-4a24-814b-9ea242ab14c4
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 200.00000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 4.2E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0047846889952153108
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0047846889952153108
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0047846889952153108
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0047846889952153108
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0047846889952153108
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 100001, 100001
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.01623, 4.1524E-07
DataValue, 0.018770000000000002, 3.7096E-07
DataValue, 0.02263, 3.2256E-07
DataValue, 0.02664, 2.84E-07
DataValue, 0.030640000000000004, 2.5364E-07
DataValue, 0.03459, 2.2944E-07
DataValue, 0.038630000000000005, 2.0922E-07
DataValue, 0.042640000000000004, 1.926E-07
DataValue, 0.046630000000000005, 1.7856E-07
DataValue, 0.050650000000000008, 1.6672E-07
DataValue, 0.054630000000000005, 1.5622E-07
DataValue, 0.056620000000000004, 1.5157999999999999E-07
DataValue, 0.058620000000000005, 1.4698E-07
DataValue, 0.060750000000000005, 1.4284E-07
DataValue, 0.06463, 1.3593999999999999E-07
DataValue, 0.06662, 1.3192E-07
DataValue, 0.06863000000000001, 1.2894E-07
DataValue, 0.070640000000000008, 1.2582E-07
DataValue, 0.07263, 1.2296E-07
DataValue, 0.07462, 1.2032E-07
DataValue, 0.076800000000000007, 1.1766E-07
DataValue, 0.080650000000000013, 1.1312E-07
DataValue, 0.082620000000000013, 1.1076E-07
DataValue, 0.08462, 1.0825999999999999E-07
DataValue, 0.08662, 1.0648E-07
DataValue, 0.08862, 1.043E-07
DataValue, 0.090650000000000008, 1.0256E-07
DataValue, 0.09396, 9.944E-08
DataValue, 0.10003000000000001, 9.28592E-08
DataValue, 0.10663, 8.8587399999999993E-08
DataValue, 0.11546000000000001, 8.324159999999999E-08
DataValue, 0.12264000000000001, 7.95234E-08
DataValue, 0.13065000000000002, 7.5806799999999988E-08
DataValue, 0.13863, 7.2448799999999992E-08
DataValue, 0.14663, 6.9456799999999987E-08
DataValue, 0.15463000000000002, 6.67938E-08
DataValue, 0.16263000000000003, 6.4377199999999992E-08
DataValue, 0.17065000000000002, 6.21018E-08
DataValue, 0.17863, 6.0005E-08
DataValue, 0.18663000000000002, 5.8209999999999996E-08
DataValue, 0.19463000000000003, 5.6405399999999996E-08
DataValue, 0.20263, 5.4853799999999992E-08
DataValue, 0.2106, 5.3314E-08
DataValue, 0.21859, 5.1961E-08
DataValue, 0.22663000000000003, 5.0587599999999994E-08
DataValue, 0.23463000000000003, 4.9405399999999993E-08
DataValue, 0.24264000000000002, 4.8204999999999994E-08
DataValue, 0.25064000000000003, 4.71366E-08
DataValue, 0.25863, 4.6176599999999995E-08
DataValue, 0.26664000000000004, 4.5103799999999994E-08
DataValue, 0.27463000000000004, 4.42444E-08
DataValue, 0.28263000000000005, 4.3326399999999995E-08
DataValue, 0.29065, 4.2371599999999995E-08
DataValue, 0.29863, 4.16708E-08
DataValue, 0.30663, 4.0832399999999993E-08
DataValue, 0.31463, 4.03562E-08
DataValue, 0.32263000000000003, 3.9553599999999996E-08
DataValue, 0.33098000000000005, 3.8864599999999996E-08
DataValue, 0.33864000000000005, 3.8241799999999995E-08
DataValue, 0.34663000000000005, 3.7557799999999994E-08
DataValue, 0.35463000000000006, 3.71188E-08
DataValue, 0.36264, 3.6402199999999995E-08
DataValue, 0.37064, 3.5940199999999994E-08
DataValue, 0.37863, 3.5341399999999994E-08
DataValue, 0.38663000000000003, 3.4893999999999995E-08
DataValue, 0.39463000000000004, 3.44316E-08
DataValue, 0.40263000000000004, 3.3974799999999994E-08
DataValue, 0.41065, 3.3627999999999995E-08
DataValue, 0.41859, 3.30764E-08
DataValue, 0.42663, 3.2752999999999996E-08
DataValue, 0.43464, 3.23234E-08
DataValue, 0.44259000000000004, 3.1940999999999995E-08
DataValue, 0.45064000000000004, 3.15984E-08
DataValue, 0.45864000000000005, 3.1163799999999996E-08
DataValue, 0.46663000000000004, 3.0906E-08
DataValue, 0.47458000000000006, 3.0474399999999994E-08
DataValue, 0.48258000000000006, 3.0202999999999996E-08
DataValue, 0.49064, 2.99098E-08
DataValue, 0.49863, 2.9489599999999996E-08
DataValue, 0.50663, 2.9304799999999996E-08
DataValue, 0.51458, 2.8939199999999996E-08
DataValue, 0.52263, 2.8688999999999996E-08
DataValue, 0.53064, 2.8350199999999997E-08
DataValue, 0.53863, 2.81734E-08
DataValue, 0.54666, 2.7818799999999998E-08
DataValue, 0.55463000000000007, 2.7575599999999996E-08
DataValue, 0.56263000000000007, 2.74026E-08
DataValue, 0.57064, 2.7024399999999996E-08
DataValue, 0.57863000000000009, 2.6927199999999998E-08
DataValue, 0.5866300000000001, 2.6558199999999996E-08
DataValue, 0.5946300000000001, 2.6347399999999996E-08
DataValue, 0.60263, 2.6116199999999998E-08
DataValue, 0.61065, 2.5980599999999998E-08
DataValue, 0.61863, 2.5828799999999998E-08
DataValue, 0.62658, 2.5538599999999996E-08
DataValue, 0.63464000000000009, 2.5514999999999997E-08
DataValue, 0.64263, 2.5211799999999997E-08
DataValue, 0.65060000000000007, 2.5096E-08
DataValue, 0.65863, 2.4752E-08
DataValue, 0.66664, 2.4557999999999997E-08
DataValue, 0.67459, 2.4422E-08
DataValue, 0.68264, 2.42478E-08
DataValue, 0.69064, 2.4112399999999996E-08
DataValue, 0.69864, 2.3865599999999998E-08
DataValue, 0.70663000000000009, 2.3681199999999996E-08
DataValue, 0.71459000000000006, 2.3501199999999997E-08
DataValue, 0.72280000000000011, 2.3282199999999997E-08
DataValue, 0.73065, 2.3190399999999996E-08
DataValue, 0.7387, 2.3061999999999998E-08
DataValue, 0.74664000000000008, 2.2885E-08
DataValue, 0.75496000000000008, 2.2788199999999996E-08
DataValue, 0.7626400000000001, 2.2556999999999998E-08
DataValue, 0.77065000000000006, 2.2372999999999998E-08
DataValue, 0.77864000000000011, 2.2293799999999997E-08
DataValue, 0.78663, 2.2169599999999998E-08
DataValue, 0.79464, 2.20732E-08
DataValue, 0.80264, 2.1936199999999996E-08
DataValue, 0.81065000000000009, 2.1640199999999998E-08
DataValue, 0.81864, 2.1562599999999997E-08
DataValue, 0.82664, 2.1490199999999997E-08
DataValue, 0.83463000000000009, 2.13626E-08
DataValue, 0.84264000000000006, 2.1251199999999997E-08
DataValue, 0.85064000000000006, 2.1067399999999998E-08
DataValue, 0.85864000000000007, 2.1005399999999997E-08
DataValue, 0.86659000000000008, 2.0794599999999997E-08
DataValue, 0.87464000000000008, 2.0778E-08
DataValue, 0.88263, 2.0607599999999997E-08
DataValue, 0.89065, 2.0444599999999997E-08
DataValue, 0.89859000000000011, 2.0401599999999998E-08
DataValue, 0.90664000000000011, 2.0288999999999997E-08
DataValue, 0.91464000000000012, 2.0286199999999998E-08
DataValue, 0.92263000000000006, 2.01292E-08
DataValue, 0.93064, 2.0057399999999997E-08
DataValue, 0.93864, 1.9902599999999998E-08
DataValue, 0.94663000000000008, 1.97338E-08
DataValue, 0.95464, 1.9829399999999997E-08
DataValue, 0.96259000000000006, 1.9640399999999998E-08
DataValue, 0.97060000000000013, 1.9627799999999998E-08
DataValue, 0.97864000000000007, 1.94202E-08
DataValue, 0.98659000000000008, 1.9365399999999997E-08
DataValue, 0.99495000000000011, 1.9275599999999998E-08
DataValue, 1.00264, 1.9200999999999998E-08
DataValue, 1.0106000000000002, 1.91232E-08
DataValue, 1.01864, 1.8979199999999998E-08
DataValue, 1.0266300000000002, 1.89586E-08
DataValue, 1.03464, 1.87768E-08
DataValue, 1.0425900000000001, 1.8684199999999998E-08
DataValue, 1.05064, 1.8668399999999997E-08
DataValue, 1.0586300000000002, 1.8594599999999997E-08
DataValue, 1.06664, 1.8488199999999997E-08
DataValue, 1.07464, 1.84848E-08
DataValue, 1.08264, 1.84088E-08
DataValue, 1.0906500000000001, 1.8229799999999998E-08
DataValue, 1.09864, 1.8118799999999997E-08
DataValue, 1.10663, 1.8009399999999998E-08
DataValue, 1.11464, 1.8018999999999997E-08
DataValue, 1.12264, 1.7945999999999997E-08
DataValue, 1.1306, 1.78354E-08
DataValue, 1.13864, 1.7801599999999998E-08
DataValue, 1.14664, 1.7584199999999998E-08
DataValue, 1.15463, 1.7610999999999998E-08
DataValue, 1.1626400000000001, 1.7531799999999997E-08
DataValue, 1.1706400000000001, 1.7525799999999997E-08
DataValue, 1.1786400000000001, 1.74348E-08
DataValue, 1.1866400000000001, 1.72658E-08
DataValue, 1.1946400000000002, 1.72576E-08
DataValue, 1.20259, 1.7097799999999998E-08
DataValue, 1.21065, 1.7071799999999998E-08
DataValue, 1.21863, 1.7029399999999998E-08
DataValue, 1.2266400000000002, 1.69254E-08
DataValue, 1.2346400000000002, 1.68778E-08
DataValue, 1.24259, 1.68308E-08
DataValue, 1.25065, 1.6798E-08
DataValue, 1.2586400000000002, 1.6643399999999997E-08
DataValue, 1.2666300000000001, 1.66134E-08
DataValue, 1.27464, 1.6608E-08
DataValue, 1.2825900000000001, 1.6562199999999997E-08
DataValue, 1.29064, 1.65172E-08
DataValue, 1.2985900000000001, 1.64248E-08
DataValue, 1.30664, 1.64822E-08
DataValue, 1.3146300000000002, 1.62854E-08
DataValue, 1.32264, 1.62408E-08
DataValue, 1.33065, 1.6236199999999998E-08
DataValue, 1.33864, 1.61752E-08
DataValue, 1.3466300000000002, 1.62544E-08
DataValue, 1.35464, 1.6075199999999998E-08
DataValue, 1.36263, 1.6104399999999998E-08
DataValue, 1.3706, 1.5981999999999997E-08
DataValue, 1.37863, 1.59086E-08
DataValue, 1.3865900000000002, 1.5891E-08
DataValue, 1.3945900000000002, 1.57994E-08
DataValue, 1.40264, 1.5767599999999998E-08
DataValue, 1.4106400000000001, 1.5648399999999997E-08
DataValue, 1.4186400000000001, 1.5650799999999998E-08
DataValue, 1.42663, 1.5558399999999998E-08
DataValue, 1.4346400000000001, 1.55624E-08
DataValue, 1.44259, 1.5465199999999997E-08
DataValue, 1.4506500000000002, 1.5509E-08
DataValue, 1.45863, 1.55116E-08
DataValue, 1.4666400000000002, 1.53518E-08
DataValue, 1.47463, 1.5398E-08
DataValue, 1.4826400000000002, 1.52744E-08
DataValue, 1.4906400000000002, 1.53002E-08
